,val,err,aerr,conv,env,repeat,target,edge
3717,-39.53,0.19,0.24,0.22,water,2,eg5,edge_CHEMBL1082249_CHEMBL1077227
3718,30.15,0.28,0.26,-0.08,water,2,eg5,edge_CHEMBL1082249_CHEMBL1082248
3719,21.9,0.44,0.49,0.13,water,2,eg5,edge_CHEMBL1082249_CHEMBL1096003
3720,0.57,0.36,0.27,-0.21,water,2,eg5,edge_CHEMBL1089393_CHEMBL1093088
3721,-0.33,0.14,0.13,0.06,water,2,eg5,edge_CHEMBL1089393_CHEMBL1088740
3722,-18.83,0.34,0.34,-0.01,water,2,eg5,edge_CHEMBL1089393_CHEMBL1085895
3723,15.1,0.14,0.16,0.07,water,2,eg5,edge_CHEMBL1078691_CHEMBL1089056
3724,36.11,0.27,0.24,-0.07,water,2,eg5,edge_CHEMBL1078691_CHEMBL1093088
3725,33.49,0.21,0.2,-0.07,water,2,eg5,edge_CHEMBL1086409_CHEMBL1082248
3726,-45.03,0.16,0.19,0.02,water,2,eg5,edge_CHEMBL1086409_CHEMBL1085666
3728,-10.99,0.18,0.18,0.01,water,2,eg5,edge_CHEMBL1086409_CHEMBL1083517
3729,-24.41,0.15,0.16,0.04,water,2,eg5,edge_CHEMBL1086409_CHEMBL1086410
3732,-54.26,0.16,0.18,-0.02,water,2,eg5,edge_CHEMBL1082248_CHEMBL1086410
3733,-44.71,0.15,0.16,0.02,water,2,eg5,edge_CHEMBL1082248_CHEMBL1083517
3735,12.0,0.16,0.17,0.06,water,2,eg5,edge_CHEMBL1082248_CHEMBL1096002
3736,-26.08,0.19,0.18,-0.03,water,2,eg5,edge_CHEMBL1082248_CHEMBL1083836
3738,48.3,0.81,0.63,0.03,water,2,eg5,edge_CHEMBL1084678_CHEMBL1084431
3740,65.15,0.36,0.39,0.06,water,2,eg5,edge_CHEMBL1084678_CHEMBL1084143
3742,-10.59,0.22,0.23,-0.1,water,2,eg5,edge_CHEMBL1084678_CHEMBL1084677
3743,18.83,0.13,0.1,-0.24,water,2,eg5,edge_CHEMBL1084115_CHEMBL1078998
3744,46.66,0.19,0.18,-0.05,water,2,eg5,edge_CHEMBL1084115_CHEMBL1088740
3745,29.5,0.13,0.16,0.12,water,2,eg5,edge_CHEMBL1084115_CHEMBL1089056
3749,-15.71,0.33,0.33,-0.02,water,2,eg5,edge_CHEMBL1085895_CHEMBL1078998
3750,18.67,0.4,0.36,-0.13,water,2,eg5,edge_CHEMBL1085895_CHEMBL1088740
3751,64.94,0.27,0.5,0.63,water,2,eg5,edge_CHEMBL1084677_CHEMBL1083836
3752,146.84,0.49,0.49,-0.03,water,2,eg5,edge_CHEMBL1084677_CHEMBL1085692
3753,88.86,0.31,0.38,0.23,water,2,eg5,edge_CHEMBL1084677_CHEMBL1084676
3754,109.25,0.3,0.31,-0.09,water,2,eg5,edge_CHEMBL1084677_CHEMBL1096003
3755,-5.19,0.15,0.21,0.22,water,2,eg5,edge_CHEMBL1077227_CHEMBL1085666
3756,15.46,0.19,0.18,-0.06,water,2,eg5,edge_CHEMBL1077227_CHEMBL1086410
3757,39.96,0.64,0.47,-0.13,water,2,eg5,edge_CHEMBL1077227_CHEMBL1084935
3758,65.83,0.2,0.24,0.05,water,2,eg5,edge_CHEMBL1086410_CHEMBL1096002
3759,23.81,0.22,0.48,0.55,water,2,eg5,edge_CHEMBL1086410_CHEMBL1084935
3760,-33.66,0.21,0.2,-0.02,water,2,eg5,edge_CHEMBL1083517_CHEMBL1085666
3761,-30.81,0.26,0.29,-0.01,water,2,eg5,edge_CHEMBL1096003_CHEMBL1084143
3763,-34.91,0.43,0.64,0.34,water,2,eg5,edge_CHEMBL1077204_CHEMBL1084143
3764,-2.99,0.26,0.27,-0.05,water,2,eg5,edge_CHEMBL1077204_CHEMBL1084676
3765,-52.62,0.24,0.2,-0.09,water,2,eg5,edge_CHEMBL1083836_CHEMBL1085666
3766,37.91,0.23,0.22,-0.07,water,2,eg5,edge_CHEMBL1083836_CHEMBL1096002
3768,-45.58,1.03,0.92,-0.56,water,2,eg5,edge_CHEMBL1085692_CHEMBL1084676
3769,-39.95,0.64,0.59,-0.31,water,2,eg5,edge_CHEMBL1096002_CHEMBL1084935
3770,16.51,0.15,0.14,-0.05,water,2,eg5,edge_CHEMBL1089056_CHEMBL1088740
3771,-15.25,0.14,0.16,0.06,water,2,eg5,edge_CHEMBL1089056_CHEMBL1078998
3772,-0.52,0.27,0.23,-0.12,water,2,eg5,edge_CHEMBL1093088_CHEMBL1088740
3773,-11.47,0.23,0.19,-0.06,water,2,eg5,edge_CHEMBL1077227_CHEMBL1078998
3774,-14.07,0.17,0.2,0.03,water,2,eg5,edge_CHEMBL1086410_CHEMBL1089056
3775,-5.98,0.18,0.17,0.04,water,3,eg5,edge_CHEMBL1078774_CHEMBL1089056
3776,11.4,0.21,0.2,-0.06,water,3,eg5,edge_CHEMBL1078774_CHEMBL1088740
3777,-20.05,0.33,0.48,0.31,water,3,eg5,edge_CHEMBL1093087_CHEMBL1084678
3779,18.03,0.99,0.8,-0.47,water,3,eg5,edge_CHEMBL1093087_CHEMBL1086409
3780,6.51,0.51,0.69,0.18,water,3,eg5,edge_CHEMBL1093087_CHEMBL1083517
3781,-3.23,0.21,0.24,0.13,water,3,eg5,edge_CHEMBL1082249_CHEMBL1086409
3782,-38.75,0.18,0.27,0.28,water,3,eg5,edge_CHEMBL1082249_CHEMBL1077227
3783,30.44,0.19,0.18,-0.17,water,3,eg5,edge_CHEMBL1082249_CHEMBL1082248
3784,20.27,0.58,0.38,-0.35,water,3,eg5,edge_CHEMBL1082249_CHEMBL1096003
3785,0.12,0.19,0.26,0.24,water,3,eg5,edge_CHEMBL1089393_CHEMBL1093088
3786,-0.39,0.15,0.15,-0.02,water,3,eg5,edge_CHEMBL1089393_CHEMBL1088740
3787,-19.07,0.34,0.31,-0.02,water,3,eg5,edge_CHEMBL1089393_CHEMBL1085895
3788,15.39,0.18,0.16,-0.15,water,3,eg5,edge_CHEMBL1078691_CHEMBL1089056
3789,36.71,0.37,0.27,-0.18,water,3,eg5,edge_CHEMBL1078691_CHEMBL1093088
3790,33.62,0.18,0.18,-0.09,water,3,eg5,edge_CHEMBL1086409_CHEMBL1082248
3791,-44.92,0.15,0.17,0.17,water,3,eg5,edge_CHEMBL1086409_CHEMBL1085666
3793,-11.48,0.14,0.16,-0.0,water,3,eg5,edge_CHEMBL1086409_CHEMBL1083517
3794,-24.11,0.15,0.16,0.04,water,3,eg5,edge_CHEMBL1086409_CHEMBL1086410
3796,-81.07,1.37,0.71,-0.26,water,3,eg5,edge_CHEMBL1082248_CHEMBL1084678
3797,-53.85,0.17,0.17,-0.07,water,3,eg5,edge_CHEMBL1082248_CHEMBL1086410
3798,-44.51,0.18,0.18,0.03,water,3,eg5,edge_CHEMBL1082248_CHEMBL1083517
3800,11.93,0.2,0.17,-0.15,water,3,eg5,edge_CHEMBL1082248_CHEMBL1096002
3801,-25.59,0.18,0.17,-0.11,water,3,eg5,edge_CHEMBL1082248_CHEMBL1083836
3803,49.52,0.32,0.34,-0.02,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084431
3804,102.76,0.23,0.53,0.7,water,3,eg5,edge_CHEMBL1084678_CHEMBL1077204
3805,64.57,0.3,0.37,0.18,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084143
3806,77.05,0.62,0.83,0.63,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084676
3807,-10.84,0.24,0.25,0.07,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084677
3808,18.56,0.13,0.1,-0.28,water,3,eg5,edge_CHEMBL1084115_CHEMBL1078998
3809,46.31,0.19,0.19,0.03,water,3,eg5,edge_CHEMBL1084115_CHEMBL1088740
3810,29.55,0.17,0.16,0.09,water,3,eg5,edge_CHEMBL1084115_CHEMBL1089056
3814,-16.25,0.35,0.38,-0.03,water,3,eg5,edge_CHEMBL1085895_CHEMBL1078998
3815,17.81,0.46,0.42,-0.17,water,3,eg5,edge_CHEMBL1085895_CHEMBL1088740
3816,64.67,0.25,0.33,0.37,water,3,eg5,edge_CHEMBL1084677_CHEMBL1083836
3817,147.69,0.62,0.61,0.34,water,3,eg5,edge_CHEMBL1084677_CHEMBL1085692
3818,86.62,0.3,0.7,0.7,water,3,eg5,edge_CHEMBL1084677_CHEMBL1084676
3819,108.81,0.25,0.29,0.14,water,3,eg5,edge_CHEMBL1084677_CHEMBL1096003
3820,-5.33,0.24,0.25,-0.03,water,3,eg5,edge_CHEMBL1077227_CHEMBL1085666
3821,15.18,0.17,0.18,0.14,water,3,eg5,edge_CHEMBL1077227_CHEMBL1086410
3822,39.1,0.27,0.63,0.77,water,3,eg5,edge_CHEMBL1077227_CHEMBL1084935
3823,66.24,0.18,0.19,0.14,water,3,eg5,edge_CHEMBL1086410_CHEMBL1096002
3824,23.11,0.42,0.49,0.0,water,3,eg5,edge_CHEMBL1086410_CHEMBL1084935
3825,-33.77,0.14,0.22,0.32,water,3,eg5,edge_CHEMBL1083517_CHEMBL1085666
3826,-30.28,0.21,0.32,0.34,water,3,eg5,edge_CHEMBL1096003_CHEMBL1084143
3828,-36.56,0.3,0.49,0.55,water,3,eg5,edge_CHEMBL1077204_CHEMBL1084143
3829,-3.32,0.23,0.24,0.06,water,3,eg5,edge_CHEMBL1077204_CHEMBL1084676
3830,-52.7,0.21,0.2,-0.05,water,3,eg5,edge_CHEMBL1083836_CHEMBL1085666
3831,37.82,0.18,0.2,0.08,water,3,eg5,edge_CHEMBL1083836_CHEMBL1096002
3833,-46.68,0.39,0.52,0.31,water,3,eg5,edge_CHEMBL1085692_CHEMBL1084676
3835,16.83,0.13,0.16,0.08,water,3,eg5,edge_CHEMBL1089056_CHEMBL1088740
3836,-15.33,0.17,0.16,-0.03,water,3,eg5,edge_CHEMBL1089056_CHEMBL1078998
3837,-0.77,0.27,0.27,0.01,water,3,eg5,edge_CHEMBL1093088_CHEMBL1088740
3838,-11.63,0.19,0.17,-0.04,water,3,eg5,edge_CHEMBL1077227_CHEMBL1078998
3839,-13.71,0.18,0.17,-0.08,water,3,eg5,edge_CHEMBL1086410_CHEMBL1089056
3840,-5.97,0.14,0.11,-0.26,complex,1,cdk8,edge_43_38
3841,-7.36,0.13,0.12,-0.05,complex,1,cdk8,edge_43_42
3842,4.57,0.13,0.13,-0.02,complex,1,cdk8,edge_43_45
3843,-3.85,0.11,0.1,-0.17,complex,1,cdk8,edge_17_16
3846,-86.46,0.64,0.63,0.09,complex,1,cdk8,edge_28_25
3847,9.76,0.45,0.42,-0.02,complex,1,cdk8,edge_28_30
3849,-6.68,0.12,0.15,0.13,complex,1,cdk8,edge_22_21
3851,-64.73,0.38,0.45,0.18,complex,1,cdk8,edge_22_32
3852,-10.12,0.37,0.38,0.01,complex,1,cdk8,edge_16_14
3853,50.26,0.19,0.31,0.42,complex,1,cdk8,edge_16_15
3854,-52.57,0.31,0.68,0.7,complex,1,cdk8,edge_16_20
3855,1.36,0.18,0.23,0.2,complex,1,cdk8,edge_16_19
3856,-13.69,0.11,0.16,0.28,complex,1,cdk8,edge_30_33
3857,9.88,0.11,0.16,0.38,complex,1,cdk8,edge_30_37
3858,-66.19,0.24,0.24,-0.06,complex,1,cdk8,edge_21_20
3859,-3.01,0.17,0.22,0.17,complex,1,cdk8,edge_21_41
3860,-54.62,0.76,0.71,-0.22,complex,1,cdk8,edge_21_29
3861,-56.17,0.15,0.23,0.27,complex,1,cdk8,edge_21_26
3862,92.52,0.67,0.97,0.75,complex,1,cdk8,edge_24_42
3864,-57.71,0.57,0.66,0.58,complex,1,cdk8,edge_38_29
3865,-92.73,0.25,0.34,0.29,complex,1,cdk8,edge_31_25
3866,8.34,0.11,0.1,-0.08,complex,1,cdk8,edge_31_37
3867,11.79,0.06,0.06,-0.05,complex,1,cdk8,edge_41_39
3868,26.35,0.08,0.06,-0.26,complex,1,cdk8,edge_41_40
3869,41.42,0.22,0.33,0.41,complex,1,cdk8,edge_29_33
3870,60.63,0.43,0.72,0.64,complex,1,cdk8,edge_20_35
3871,-34.53,0.16,0.33,0.53,complex,1,cdk8,edge_42_13
3872,-2.71,0.23,0.24,-0.03,complex,1,cdk8,edge_35_18
3874,-3.1,0.15,0.18,0.16,complex,1,cdk8,edge_35_37
3875,6.31,0.15,0.14,-0.18,complex,1,cdk8,edge_35_36
3876,-57.49,0.41,0.39,-0.11,complex,1,cdk8,edge_44_32
3877,1.47,0.25,0.24,-0.11,complex,1,cdk8,edge_44_36
3880,13.28,0.23,0.25,0.07,complex,1,cdk8,edge_18_45
3881,-36.52,0.46,0.46,-0.07,complex,1,cdk8,edge_40_19
3882,-51.22,0.38,0.59,0.45,complex,1,cdk8,edge_40_33
3883,-44.41,0.12,0.15,0.21,complex,1,cdk8,edge_19_32
3884,-93.89,0.37,0.36,0.01,complex,1,cdk8,edge_19_25
3886,20.03,0.14,0.19,0.29,complex,1,cdk8,edge_33_34
3889,-61.48,0.32,0.47,0.4,complex,1,cdk8,edge_39_32
3892,25.88,0.56,0.53,-0.12,complex,1,cdk8,edge_23_34
3893,19.1,0.12,0.09,-0.16,complex,1,cdk8,edge_34_36
3894,-5.49,0.14,0.12,-0.16,complex,2,cdk8,edge_43_38
3895,-8.47,0.16,0.27,0.44,complex,2,cdk8,edge_43_42
3896,4.28,0.17,0.15,-0.11,complex,2,cdk8,edge_43_45
3897,-3.62,0.11,0.2,0.37,complex,2,cdk8,edge_17_16
3898,-96.47,0.79,0.69,-0.21,complex,2,cdk8,edge_17_25
3899,15.13,0.55,0.38,-0.29,complex,2,cdk8,edge_17_45
3900,-86.03,0.19,0.46,0.65,complex,2,cdk8,edge_28_25
3901,12.12,0.43,0.55,0.11,complex,2,cdk8,edge_28_30
3903,-6.78,0.1,0.1,-0.03,complex,2,cdk8,edge_22_21
3904,-67.54,0.65,0.97,0.76,complex,2,cdk8,edge_22_26
3905,-65.77,0.17,0.24,0.35,complex,2,cdk8,edge_22_32
3906,-10.27,0.25,0.44,0.53,complex,2,cdk8,edge_16_14
3907,50.21,0.25,0.35,0.36,complex,2,cdk8,edge_16_15
3908,-52.08,0.4,0.64,0.54,complex,2,cdk8,edge_16_20
3909,0.57,0.19,0.17,-0.1,complex,2,cdk8,edge_16_19
3910,-12.66,0.3,0.41,0.23,complex,2,cdk8,edge_30_33
3911,8.37,0.1,0.1,0.06,complex,2,cdk8,edge_30_37
3912,-66.87,0.26,0.31,0.08,complex,2,cdk8,edge_21_20
3913,-2.34,0.28,0.23,-0.11,complex,2,cdk8,edge_21_41
3914,-53.16,0.28,0.25,-0.13,complex,2,cdk8,edge_21_29
3915,-56.62,0.12,0.12,-0.05,complex,2,cdk8,edge_21_26
3918,-59.15,1.16,0.76,-0.44,complex,2,cdk8,edge_38_29
3919,-93.64,0.32,0.37,0.14,complex,2,cdk8,edge_31_25
3920,7.87,0.09,0.1,0.02,complex,2,cdk8,edge_31_37
3921,11.91,0.06,0.07,0.11,complex,2,cdk8,edge_41_39
3922,26.81,0.07,0.09,0.16,complex,2,cdk8,edge_41_40
3923,42.6,0.34,0.52,0.41,complex,2,cdk8,edge_29_33
3924,60.36,0.5,0.58,0.07,complex,2,cdk8,edge_20_35
3925,-34.93,0.15,0.16,0.09,complex,2,cdk8,edge_42_13
3926,-4.61,0.23,0.21,-0.14,complex,2,cdk8,edge_35_18
3928,-2.48,0.15,0.2,0.16,complex,2,cdk8,edge_35_37
3929,7.06,0.22,0.18,-0.14,complex,2,cdk8,edge_35_36
3931,0.63,0.27,0.31,0.09,complex,2,cdk8,edge_44_36
3933,43.87,0.17,0.22,0.28,complex,2,cdk8,edge_18_15
3934,11.01,0.56,0.41,-0.18,complex,2,cdk8,edge_18_45
3935,-36.36,0.35,0.54,0.47,complex,2,cdk8,edge_40_19
3937,-44.87,0.12,0.12,-0.11,complex,2,cdk8,edge_19_32
3939,-29.62,0.45,0.55,0.15,complex,2,cdk8,edge_33_32
3940,18.84,0.09,0.14,0.32,complex,2,cdk8,edge_33_34
3941,70.91,0.38,0.87,0.75,complex,2,cdk8,edge_27_36
3942,18.27,1.34,0.82,-0.02,complex,2,cdk8,edge_13_14
3947,19.94,0.09,0.1,0.03,complex,2,cdk8,edge_34_36
3948,-4.44,0.14,0.33,0.69,complex,3,cdk8,edge_43_38
3949,-7.33,0.1,0.09,-0.21,complex,3,cdk8,edge_43_42
3950,4.12,0.14,0.16,0.09,complex,3,cdk8,edge_43_45
3951,-3.13,0.12,0.11,-0.09,complex,3,cdk8,edge_17_16
3952,-94.94,0.43,0.8,0.68,complex,3,cdk8,edge_17_25
3954,-84.77,0.32,0.31,0.04,complex,3,cdk8,edge_28_25
3956,29.16,0.54,0.4,-0.3,complex,3,cdk8,edge_28_39
3957,-7.47,0.12,0.11,-0.05,complex,3,cdk8,edge_22_21
3959,-65.02,0.18,0.3,0.39,complex,3,cdk8,edge_22_32
3960,-8.64,0.15,0.12,-0.29,complex,3,cdk8,edge_16_14
3961,50.82,0.13,0.16,0.1,complex,3,cdk8,edge_16_15
3962,-51.97,0.28,0.46,0.39,complex,3,cdk8,edge_16_20
3963,1.77,0.17,0.16,-0.01,complex,3,cdk8,edge_16_19
3964,-11.56,0.16,0.21,0.33,complex,3,cdk8,edge_30_33
3965,7.96,0.08,0.13,0.32,complex,3,cdk8,edge_30_37
3966,-65.7,0.43,0.37,-0.3,complex,3,cdk8,edge_21_20
3967,-2.82,0.34,0.47,0.38,complex,3,cdk8,edge_21_41
3968,-55.42,0.41,0.56,0.15,complex,3,cdk8,edge_21_29
3969,-56.57,0.11,0.14,0.24,complex,3,cdk8,edge_21_26
3970,92.43,0.39,0.53,0.38,complex,3,cdk8,edge_24_42
3974,8.86,0.13,0.13,0.15,complex,3,cdk8,edge_31_37
3975,11.54,0.1,0.12,0.26,complex,3,cdk8,edge_41_39
3976,26.35,0.06,0.06,-0.03,complex,3,cdk8,edge_41_40
3977,43.5,0.15,0.42,0.79,complex,3,cdk8,edge_29_33
3978,60.27,0.42,0.87,0.73,complex,3,cdk8,edge_20_35
3979,-34.23,0.2,0.22,0.12,complex,3,cdk8,edge_42_13
3982,-2.35,0.17,0.15,-0.05,complex,3,cdk8,edge_35_37
3983,5.86,0.11,0.14,0.16,complex,3,cdk8,edge_35_36
3985,-0.34,0.37,0.38,0.15,complex,3,cdk8,edge_44_36
3987,44.39,0.31,0.42,0.28,complex,3,cdk8,edge_18_15
3988,14.19,0.2,0.31,0.55,complex,3,cdk8,edge_18_45
3989,-35.02,0.45,0.65,0.54,complex,3,cdk8,edge_40_19
3990,-50.56,0.24,0.46,0.58,complex,3,cdk8,edge_40_33
3991,-44.41,0.13,0.24,0.54,complex,3,cdk8,edge_19_32
3993,-29.68,0.38,0.48,0.34,complex,3,cdk8,edge_33_32
3994,19.22,0.25,0.25,-0.05,complex,3,cdk8,edge_33_34
4000,27.15,0.45,0.49,0.01,complex,3,cdk8,edge_23_34
4001,19.71,0.11,0.12,0.03,complex,3,cdk8,edge_34_36
4002,-2.66,0.08,0.08,-0.04,water,1,cdk8,edge_43_38
4003,-6.56,0.07,0.07,-0.0,water,1,cdk8,edge_43_42
4004,2.35,0.07,0.08,-0.06,water,1,cdk8,edge_43_45
4005,-0.82,0.05,0.06,0.02,water,1,cdk8,edge_17_16
4006,-93.73,0.15,0.15,-0.01,water,1,cdk8,edge_17_25
4007,16.86,0.14,0.12,-0.1,water,1,cdk8,edge_17_45
4008,-81.54,0.09,0.11,0.12,water,1,cdk8,edge_28_25
4009,15.82,0.12,0.11,-0.02,water,1,cdk8,edge_28_30
4010,34.73,0.12,0.11,-0.03,water,1,cdk8,edge_28_39
4011,-8.32,0.05,0.05,-0.06,water,1,cdk8,edge_22_21
4012,-67.87,0.06,0.07,0.04,water,1,cdk8,edge_22_26
4013,-65.72,0.09,0.09,0.04,water,1,cdk8,edge_22_32
4014,-12.94,0.2,0.24,0.22,water,1,cdk8,edge_16_14
4015,48.54,0.21,0.2,0.03,water,1,cdk8,edge_16_15
4016,-52.16,0.14,0.15,0.01,water,1,cdk8,edge_16_20
4017,0.74,0.1,0.09,0.0,water,1,cdk8,edge_16_19
4018,-16.49,0.08,0.1,0.07,water,1,cdk8,edge_30_33
4019,8.02,0.05,0.05,-0.05,water,1,cdk8,edge_30_37
4020,-65.36,0.12,0.12,-0.01,water,1,cdk8,edge_21_20
4021,0.85,0.14,0.11,-0.25,water,1,cdk8,edge_21_41
4022,-52.84,0.13,0.14,0.04,water,1,cdk8,edge_21_29
4023,-56.2,0.06,0.06,0.05,water,1,cdk8,edge_21_26
4024,93.49,0.18,0.2,0.06,water,1,cdk8,edge_24_42
4025,74.73,0.07,0.07,-0.05,water,1,cdk8,edge_24_33
4026,-60.14,0.16,0.2,0.07,water,1,cdk8,edge_38_29
4027,-95.62,0.09,0.1,0.09,water,1,cdk8,edge_31_25
4028,8.17,0.05,0.05,-0.05,water,1,cdk8,edge_31_37
4029,10.63,0.05,0.04,0.0,water,1,cdk8,edge_41_39
4030,26.09,0.04,0.04,-0.07,water,1,cdk8,edge_41_40
4031,42.28,0.77,0.65,0.42,water,1,cdk8,edge_29_33
4032,63.08,0.14,0.15,0.12,water,1,cdk8,edge_20_35
4033,-30.51,0.14,0.14,0.03,water,1,cdk8,edge_42_13
4034,-7.77,0.11,0.15,0.2,water,1,cdk8,edge_35_18
4035,-68.83,0.15,0.15,0.02,water,1,cdk8,edge_35_27
4036,-2.21,0.08,0.08,-0.03,water,1,cdk8,edge_35_37
4037,5.53,0.08,0.07,0.01,water,1,cdk8,edge_35_36
4038,-55.73,0.18,0.17,-0.01,water,1,cdk8,edge_44_32
4039,3.0,0.13,0.11,-0.15,water,1,cdk8,edge_44_36
4040,-29.68,0.17,0.17,0.06,water,1,cdk8,edge_18_13
4041,43.97,0.16,0.15,-0.05,water,1,cdk8,edge_18_15
4042,14.23,0.13,0.11,-0.12,water,1,cdk8,edge_18_45
4043,-38.64,0.18,0.24,0.31,water,1,cdk8,edge_40_19
4044,-53.71,0.14,0.19,0.2,water,1,cdk8,edge_40_33
4045,-43.33,0.05,0.05,0.02,water,1,cdk8,edge_19_32
4046,-93.07,0.08,0.09,0.1,water,1,cdk8,edge_19_25
4047,-27.49,0.09,0.09,0.04,water,1,cdk8,edge_33_32
4048,21.78,0.07,0.07,0.0,water,1,cdk8,edge_33_34
4049,72.78,0.16,0.16,-0.07,water,1,cdk8,edge_27_36
4050,11.83,0.6,0.63,-0.06,water,1,cdk8,edge_13_14
4051,-63.23,0.11,0.11,0.06,water,1,cdk8,edge_39_32
4052,19.24,0.17,0.2,0.12,water,1,cdk8,edge_32_23
4053,10.76,0.35,0.59,0.62,water,1,cdk8,edge_23_14
4054,29.56,0.14,0.15,-0.1,water,1,cdk8,edge_23_34
4055,19.01,0.05,0.05,0.0,water,1,cdk8,edge_34_36
4056,-2.65,0.08,0.09,-0.01,water,2,cdk8,edge_43_38
4057,-6.72,0.08,0.08,-0.09,water,2,cdk8,edge_43_42
4058,2.41,0.1,0.08,-0.1,water,2,cdk8,edge_43_45
4059,-0.87,0.05,0.06,0.06,water,2,cdk8,edge_17_16
4060,-93.67,0.16,0.15,0.02,water,2,cdk8,edge_17_25
4061,16.68,0.13,0.12,-0.08,water,2,cdk8,edge_17_45
4062,-81.51,0.12,0.11,-0.02,water,2,cdk8,edge_28_25
4063,15.62,0.16,0.13,-0.12,water,2,cdk8,edge_28_30
4064,34.73,0.1,0.1,-0.0,water,2,cdk8,edge_28_39
4065,-8.37,0.05,0.05,-0.01,water,2,cdk8,edge_22_21
4066,-68.05,0.06,0.07,0.02,water,2,cdk8,edge_22_26
4067,-65.88,0.09,0.08,-0.11,water,2,cdk8,edge_22_32
4068,-12.98,0.2,0.23,0.19,water,2,cdk8,edge_16_14
4069,48.78,0.18,0.25,0.43,water,2,cdk8,edge_16_15
4070,-52.26,0.18,0.16,0.08,water,2,cdk8,edge_16_20
4071,0.64,0.07,0.08,0.09,water,2,cdk8,edge_16_19
4072,-16.55,0.09,0.1,-0.04,water,2,cdk8,edge_30_33
4073,7.81,0.05,0.06,0.02,water,2,cdk8,edge_30_37
4074,-65.06,0.1,0.11,-0.02,water,2,cdk8,edge_21_20
4075,0.24,0.1,0.11,0.04,water,2,cdk8,edge_21_41
4076,-52.75,0.14,0.16,0.23,water,2,cdk8,edge_21_29
4077,-56.19,0.06,0.07,0.1,water,2,cdk8,edge_21_26
4078,93.23,0.16,0.18,0.14,water,2,cdk8,edge_24_42
4079,74.89,0.07,0.07,-0.04,water,2,cdk8,edge_24_33
4080,-60.27,0.2,0.16,-0.15,water,2,cdk8,edge_38_29
4081,-95.5,0.09,0.11,0.04,water,2,cdk8,edge_31_25
4082,8.02,0.04,0.06,0.06,water,2,cdk8,edge_31_37
4083,10.73,0.04,0.04,0.05,water,2,cdk8,edge_41_39
4084,26.1,0.04,0.04,-0.04,water,2,cdk8,edge_41_40
4085,41.79,0.59,0.36,-0.0,water,2,cdk8,edge_29_33
4086,62.9,0.15,0.16,0.12,water,2,cdk8,edge_20_35
4087,-30.45,0.15,0.15,0.01,water,2,cdk8,edge_42_13
4088,-8.0,0.13,0.15,0.06,water,2,cdk8,edge_35_18
4089,-68.55,0.15,0.17,0.09,water,2,cdk8,edge_35_27
4090,-2.12,0.09,0.09,0.0,water,2,cdk8,edge_35_37
4091,5.45,0.07,0.07,0.05,water,2,cdk8,edge_35_36
4092,-56.1,0.14,0.14,-0.01,water,2,cdk8,edge_44_32
4093,2.9,0.12,0.11,-0.13,water,2,cdk8,edge_44_36
4094,-30.09,0.15,0.14,-0.06,water,2,cdk8,edge_18_13
4095,44.48,0.11,0.18,0.33,water,2,cdk8,edge_18_15
4096,14.63,0.08,0.11,0.18,water,2,cdk8,edge_18_45
4097,-38.52,0.2,0.17,-0.13,water,2,cdk8,edge_40_19
4098,-54.58,0.17,0.19,0.18,water,2,cdk8,edge_40_33
4099,-43.33,0.05,0.05,0.03,water,2,cdk8,edge_19_32
4100,-93.08,0.09,0.09,0.06,water,2,cdk8,edge_19_25
4101,-27.59,0.07,0.08,0.06,water,2,cdk8,edge_33_32
4102,21.81,0.07,0.07,0.01,water,2,cdk8,edge_33_34
4103,72.27,0.2,0.17,-0.02,water,2,cdk8,edge_27_36
4104,13.3,0.65,0.49,-0.28,water,2,cdk8,edge_13_14
4105,-63.18,0.09,0.14,0.27,water,2,cdk8,edge_39_32
4106,19.21,0.21,0.21,-0.1,water,2,cdk8,edge_32_23
4107,10.22,0.95,0.68,0.16,water,2,cdk8,edge_23_14
4108,30.01,0.17,0.16,-0.15,water,2,cdk8,edge_23_34
4109,18.95,0.05,0.05,0.03,water,2,cdk8,edge_34_36
4110,-2.74,0.08,0.09,0.04,water,3,cdk8,edge_43_38
4111,-6.54,0.08,0.08,-0.01,water,3,cdk8,edge_43_42
4112,2.44,0.08,0.08,-0.03,water,3,cdk8,edge_43_45
4113,-0.79,0.06,0.06,-0.05,water,3,cdk8,edge_17_16
4114,-93.46,0.15,0.13,-0.05,water,3,cdk8,edge_17_25
4115,16.9,0.1,0.12,0.2,water,3,cdk8,edge_17_45
4116,-81.55,0.11,0.11,-0.02,water,3,cdk8,edge_28_25
4117,15.68,0.12,0.12,-0.1,water,3,cdk8,edge_28_30
4118,34.64,0.11,0.1,-0.05,water,3,cdk8,edge_28_39
4119,-8.37,0.04,0.04,-0.02,water,3,cdk8,edge_22_21
4120,-68.1,0.06,0.07,0.08,water,3,cdk8,edge_22_26
4121,-65.72,0.06,0.08,0.06,water,3,cdk8,edge_22_32
4122,-13.27,0.27,0.27,0.17,water,3,cdk8,edge_16_14
4123,47.33,0.09,0.1,0.11,water,3,cdk8,edge_16_15
