,val,err,aerr,conv,env,repeat,target,edge
692,1.45,0.1,0.11,0.04,water,3,eg5,edge_CHEMBL1082248_CHEMBL1096002
693,14.51,0.08,0.08,-0.03,water,3,eg5,edge_CHEMBL1082248_CHEMBL1083836
695,67.44,0.34,0.2,-0.47,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084431
696,47.73,0.31,0.25,-0.19,water,3,eg5,edge_CHEMBL1084678_CHEMBL1077204
697,-10.33,0.16,0.18,0.13,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084143
698,83.67,0.21,0.24,0.17,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084676
699,-49.31,0.14,0.16,0.07,water,3,eg5,edge_CHEMBL1084678_CHEMBL1084677
700,2.82,0.07,0.14,0.55,water,3,eg5,edge_CHEMBL1084115_CHEMBL1078998
701,0.92,0.05,0.07,0.05,water,3,eg5,edge_CHEMBL1084115_CHEMBL1088740
702,7.73,0.06,0.06,0.08,water,3,eg5,edge_CHEMBL1084115_CHEMBL1089056
703,-11.52,0.61,0.53,-0.16,water,3,eg5,edge_CHEMBL1084431_CHEMBL1083517
704,34.45,0.43,0.39,-0.08,water,3,eg5,edge_CHEMBL1084431_CHEMBL1096002
705,-23.13,0.6,0.57,0.34,water,3,eg5,edge_CHEMBL1084431_CHEMBL1085666
706,70.81,0.22,0.19,-0.1,water,3,eg5,edge_CHEMBL1085895_CHEMBL1078998
707,70.16,0.21,0.18,-0.17,water,3,eg5,edge_CHEMBL1085895_CHEMBL1088740
708,176.12,0.32,0.39,0.23,water,3,eg5,edge_CHEMBL1084677_CHEMBL1083836
709,142.2,0.19,0.26,0.23,water,3,eg5,edge_CHEMBL1084677_CHEMBL1085692
710,130.63,0.17,0.21,0.19,water,3,eg5,edge_CHEMBL1084677_CHEMBL1084676
711,23.31,0.18,0.17,0.01,water,3,eg5,edge_CHEMBL1084677_CHEMBL1096003
712,-29.57,0.08,0.08,-0.0,water,3,eg5,edge_CHEMBL1077227_CHEMBL1085666
713,15.11,0.08,0.07,-0.03,water,3,eg5,edge_CHEMBL1077227_CHEMBL1086410
714,35.97,0.22,0.2,0.02,water,3,eg5,edge_CHEMBL1077227_CHEMBL1084935
715,16.27,0.13,0.15,0.08,water,3,eg5,edge_CHEMBL1086410_CHEMBL1096002
716,21.2,0.18,0.19,0.07,water,3,eg5,edge_CHEMBL1086410_CHEMBL1084935
717,-15.34,0.08,0.09,0.05,water,3,eg5,edge_CHEMBL1083517_CHEMBL1085666
718,13.51,0.22,0.23,0.05,water,3,eg5,edge_CHEMBL1096003_CHEMBL1084143
719,82.61,0.23,0.23,0.07,water,3,eg5,edge_CHEMBL1077204_CHEMBL1083836
720,-59.39,0.27,0.26,-0.02,water,3,eg5,edge_CHEMBL1077204_CHEMBL1084143
721,37.14,0.09,0.11,0.05,water,3,eg5,edge_CHEMBL1077204_CHEMBL1084676
722,-73.02,0.08,0.09,0.07,water,3,eg5,edge_CHEMBL1083836_CHEMBL1085666
723,-13.4,0.1,0.12,0.03,water,3,eg5,edge_CHEMBL1083836_CHEMBL1096002
724,11.2,0.42,0.32,-0.16,water,3,eg5,edge_CHEMBL1085692_CHEMBL1096002
725,-14.11,0.17,0.17,-0.03,water,3,eg5,edge_CHEMBL1085692_CHEMBL1084676
726,5.24,0.22,0.23,0.05,water,3,eg5,edge_CHEMBL1096002_CHEMBL1084935
727,-6.88,0.06,0.05,-0.04,water,3,eg5,edge_CHEMBL1089056_CHEMBL1088740
728,-6.67,0.05,0.06,-0.06,water,3,eg5,edge_CHEMBL1089056_CHEMBL1078998
729,-2.52,0.11,0.12,0.1,water,3,eg5,edge_CHEMBL1093088_CHEMBL1088740
730,-15.75,0.11,0.11,-0.06,water,3,eg5,edge_CHEMBL1077227_CHEMBL1078998
731,-26.17,0.12,0.13,-0.05,water,3,eg5,edge_CHEMBL1086410_CHEMBL1089056
732,-3.59,0.12,0.12,-0.13,complex,1,cdk8,edge_43_38
733,-6.14,0.09,0.14,0.31,complex,1,cdk8,edge_43_42
734,6.6,0.13,0.15,0.18,complex,1,cdk8,edge_43_45
735,6.11,0.12,0.17,0.33,complex,1,cdk8,edge_17_16
737,32.65,0.68,0.43,-0.41,complex,1,cdk8,edge_17_45
738,-172.54,0.5,0.29,-0.36,complex,1,cdk8,edge_28_25
740,-14.06,0.27,0.38,0.43,complex,1,cdk8,edge_28_39
741,-0.4,0.11,0.14,0.15,complex,1,cdk8,edge_22_21
743,-49.53,0.29,0.34,0.18,complex,1,cdk8,edge_22_32
744,0.58,0.26,0.27,-0.01,complex,1,cdk8,edge_16_14
745,14.7,0.24,0.25,0.09,complex,1,cdk8,edge_16_15
746,-13.84,0.33,0.44,0.36,complex,1,cdk8,edge_16_20
747,-8.3,0.18,0.35,0.56,complex,1,cdk8,edge_16_19
748,-15.23,0.26,0.55,0.66,complex,1,cdk8,edge_30_33
749,3.5,0.15,0.12,-0.11,complex,1,cdk8,edge_30_37
750,-29.24,0.13,0.26,0.51,complex,1,cdk8,edge_21_20
751,1.29,0.24,0.31,0.3,complex,1,cdk8,edge_21_41
753,-61.43,0.12,0.09,-0.28,complex,1,cdk8,edge_21_26
757,-134.68,0.38,0.9,0.78,complex,1,cdk8,edge_31_25
758,3.75,0.1,0.1,0.06,complex,1,cdk8,edge_31_37
759,15.82,0.06,0.06,0.01,complex,1,cdk8,edge_41_39
760,21.98,0.09,0.08,-0.01,complex,1,cdk8,edge_41_40
761,98.9,0.32,0.25,-0.2,complex,1,cdk8,edge_29_33
762,25.3,0.4,0.3,-0.28,complex,1,cdk8,edge_20_35
763,-33.58,0.45,0.44,0.02,complex,1,cdk8,edge_42_13
764,-15.05,0.28,0.33,0.09,complex,1,cdk8,edge_35_18
765,-45.6,0.33,0.49,0.49,complex,1,cdk8,edge_35_27
766,-4.18,0.11,0.11,-0.06,complex,1,cdk8,edge_35_37
767,6.12,0.1,0.14,0.22,complex,1,cdk8,edge_35_36
768,-56.74,0.33,0.52,0.34,complex,1,cdk8,edge_44_32
769,-1.12,0.24,0.25,-0.03,complex,1,cdk8,edge_44_36
770,-20.08,0.49,0.48,-0.04,complex,1,cdk8,edge_18_13
771,18.97,0.25,0.26,0.15,complex,1,cdk8,edge_18_15
772,28.1,0.27,0.26,-0.1,complex,1,cdk8,edge_18_45
773,-46.99,0.24,0.33,0.24,complex,1,cdk8,edge_40_19
774,-47.84,0.21,0.22,0.06,complex,1,cdk8,edge_40_33
775,-25.74,0.1,0.1,0.05,complex,1,cdk8,edge_19_32
777,-25.47,0.25,0.19,-0.17,complex,1,cdk8,edge_33_32
778,31.61,0.12,0.14,0.13,complex,1,cdk8,edge_33_34
781,-65.5,0.21,0.16,-0.23,complex,1,cdk8,edge_39_32
784,92.94,0.41,0.34,0.01,complex,1,cdk8,edge_23_34
785,-2.85,0.09,0.08,-0.04,complex,1,cdk8,edge_34_36
786,-3.39,0.11,0.12,0.06,complex,2,cdk8,edge_43_38
787,-6.08,0.17,0.17,0.1,complex,2,cdk8,edge_43_42
788,5.82,0.17,0.19,0.1,complex,2,cdk8,edge_43_45
789,6.29,0.12,0.16,0.34,complex,2,cdk8,edge_17_16
791,31.54,0.38,0.68,0.59,complex,2,cdk8,edge_17_45
794,-11.14,0.24,0.26,-0.0,complex,2,cdk8,edge_28_39
795,-0.26,0.12,0.11,-0.07,complex,2,cdk8,edge_22_21
798,-1.79,0.21,0.51,0.76,complex,2,cdk8,edge_16_14
799,14.08,0.18,0.18,0.01,complex,2,cdk8,edge_16_15
800,-13.5,0.52,0.55,-0.05,complex,2,cdk8,edge_16_20
801,-8.92,0.22,0.3,0.32,complex,2,cdk8,edge_16_19
802,-16.16,0.15,0.11,-0.26,complex,2,cdk8,edge_30_33
803,2.87,0.12,0.15,0.17,complex,2,cdk8,edge_30_37
804,-26.57,0.38,0.36,0.04,complex,2,cdk8,edge_21_20
805,0.06,0.17,0.22,0.22,complex,2,cdk8,edge_21_41
806,-125.28,0.81,0.64,-0.37,complex,2,cdk8,edge_21_29
807,-62.38,0.1,0.1,0.02,complex,2,cdk8,edge_21_26
808,38.47,0.63,0.89,0.57,complex,2,cdk8,edge_24_42
812,3.26,0.09,0.09,0.02,complex,2,cdk8,edge_31_37
813,14.82,0.07,0.06,-0.11,complex,2,cdk8,edge_41_39
814,23.01,0.1,0.18,0.46,complex,2,cdk8,edge_41_40
815,99.83,0.34,0.33,0.1,complex,2,cdk8,edge_29_33
816,26.87,0.27,0.22,-0.23,complex,2,cdk8,edge_20_35
817,-33.2,0.11,0.17,0.41,complex,2,cdk8,edge_42_13
818,-15.41,0.17,0.5,0.78,complex,2,cdk8,edge_35_18
820,-3.1,0.12,0.18,0.34,complex,2,cdk8,edge_35_37
821,6.39,0.19,0.14,-0.23,complex,2,cdk8,edge_35_36
822,-55.95,0.38,0.53,0.22,complex,2,cdk8,edge_44_32
823,-1.32,0.19,0.26,0.38,complex,2,cdk8,edge_44_36
824,-19.29,0.32,0.48,0.43,complex,2,cdk8,edge_18_13
825,21.11,0.27,0.68,0.79,complex,2,cdk8,edge_18_15
826,28.46,0.3,0.31,-0.04,complex,2,cdk8,edge_18_45
827,-45.58,0.22,0.17,-0.21,complex,2,cdk8,edge_40_19
828,-48.02,0.22,0.22,-0.03,complex,2,cdk8,edge_40_33
829,-25.94,0.13,0.14,0.09,complex,2,cdk8,edge_19_32
831,-24.48,0.21,0.39,0.48,complex,2,cdk8,edge_33_32
832,32.75,0.22,0.17,-0.07,complex,2,cdk8,edge_33_34
834,19.95,0.53,0.47,-0.09,complex,2,cdk8,edge_13_14
835,-62.44,0.49,0.43,0.09,complex,2,cdk8,edge_39_32
836,-36.43,0.34,0.38,0.26,complex,2,cdk8,edge_32_23
838,92.47,0.18,0.41,0.62,complex,2,cdk8,edge_23_34
839,-3.99,0.13,0.18,0.33,complex,2,cdk8,edge_34_36
840,-4.03,0.1,0.14,0.28,complex,3,cdk8,edge_43_38
841,-6.22,0.1,0.17,0.47,complex,3,cdk8,edge_43_42
842,6.74,0.11,0.13,-0.03,complex,3,cdk8,edge_43_45
843,6.71,0.13,0.13,-0.01,complex,3,cdk8,edge_17_16
845,31.62,0.39,0.34,-0.01,complex,3,cdk8,edge_17_45
846,-171.3,0.2,0.46,0.72,complex,3,cdk8,edge_28_25
847,-34.91,0.44,0.45,-0.08,complex,3,cdk8,edge_28_30
848,-12.65,0.5,0.38,-0.29,complex,3,cdk8,edge_28_39
849,-0.13,0.11,0.14,0.23,complex,3,cdk8,edge_22_21
851,-48.96,0.2,0.24,0.18,complex,3,cdk8,edge_22_32
853,14.81,0.2,0.24,0.22,complex,3,cdk8,edge_16_15
854,-12.89,0.96,0.66,-0.48,complex,3,cdk8,edge_16_20
855,-8.05,0.28,0.27,-0.11,complex,3,cdk8,edge_16_19
857,1.95,0.11,0.15,0.29,complex,3,cdk8,edge_30_37
858,-28.92,0.53,0.52,0.0,complex,3,cdk8,edge_21_20
859,0.55,0.22,0.27,0.3,complex,3,cdk8,edge_21_41
860,-125.98,0.35,0.44,0.32,complex,3,cdk8,edge_21_29
861,-63.0,0.09,0.09,0.05,complex,3,cdk8,edge_21_26
866,3.69,0.11,0.11,0.17,complex,3,cdk8,edge_31_37
867,15.67,0.06,0.07,0.16,complex,3,cdk8,edge_41_39
868,22.14,0.14,0.11,-0.08,complex,3,cdk8,edge_41_40
869,97.79,0.34,0.29,-0.12,complex,3,cdk8,edge_29_33
870,26.11,0.27,0.47,0.5,complex,3,cdk8,edge_20_35
871,-33.46,0.25,0.24,-0.04,complex,3,cdk8,edge_42_13
872,-18.05,0.22,0.3,0.15,complex,3,cdk8,edge_35_18
874,-3.31,0.17,0.21,0.18,complex,3,cdk8,edge_35_37
875,6.8,0.16,0.16,0.07,complex,3,cdk8,edge_35_36
876,-55.77,0.44,0.48,0.0,complex,3,cdk8,edge_44_32
877,-0.47,0.19,0.19,-0.07,complex,3,cdk8,edge_44_36
879,18.97,0.2,0.29,0.24,complex,3,cdk8,edge_18_15
880,28.61,0.24,0.3,0.0,complex,3,cdk8,edge_18_45
881,-45.39,0.19,0.19,-0.09,complex,3,cdk8,edge_40_19
882,-47.65,0.16,0.16,-0.07,complex,3,cdk8,edge_40_33
883,-25.73,0.14,0.13,-0.12,complex,3,cdk8,edge_19_32
885,-25.98,0.53,0.54,-0.16,complex,3,cdk8,edge_33_32
886,31.83,0.15,0.13,-0.19,complex,3,cdk8,edge_33_34
887,53.45,0.75,0.67,-0.19,complex,3,cdk8,edge_27_36
889,-63.75,0.24,0.29,0.25,complex,3,cdk8,edge_39_32
890,-34.35,0.46,0.54,0.26,complex,3,cdk8,edge_32_23
892,91.45,0.23,0.55,0.75,complex,3,cdk8,edge_23_34
893,-2.8,0.09,0.16,0.44,complex,3,cdk8,edge_34_36
894,-2.64,0.08,0.09,-0.02,water,1,cdk8,edge_43_38
895,-4.73,0.07,0.07,-0.07,water,1,cdk8,edge_43_42
896,7.2,0.11,0.1,-0.11,water,1,cdk8,edge_43_45
897,8.1,0.05,0.06,0.04,water,1,cdk8,edge_17_16
898,-114.49,0.14,0.22,0.34,water,1,cdk8,edge_17_25
899,34.71,0.13,0.12,0.0,water,1,cdk8,edge_17_45
900,-170.95,0.09,0.11,-0.07,water,1,cdk8,edge_28_25
901,-31.07,0.15,0.13,-0.06,water,1,cdk8,edge_28_30
902,-7.81,0.12,0.12,0.04,water,1,cdk8,edge_28_39
903,-2.7,0.06,0.06,-0.07,water,1,cdk8,edge_22_21
904,-65.25,0.07,0.07,-0.05,water,1,cdk8,edge_22_26
905,-50.77,0.1,0.1,0.03,water,1,cdk8,edge_22_32
906,-2.38,0.09,0.09,-0.03,water,1,cdk8,edge_16_14
907,15.31,0.13,0.14,0.06,water,1,cdk8,edge_16_15
908,-11.15,0.18,0.17,0.0,water,1,cdk8,edge_16_20
909,-6.8,0.12,0.1,-0.04,water,1,cdk8,edge_16_19
910,-18.82,0.12,0.13,0.08,water,1,cdk8,edge_30_33
911,2.83,0.08,0.07,-0.08,water,1,cdk8,edge_30_37
912,-25.5,0.11,0.12,0.07,water,1,cdk8,edge_21_20
913,5.35,0.11,0.11,0.03,water,1,cdk8,edge_21_41
914,-123.55,0.26,0.27,0.13,water,1,cdk8,edge_21_29
915,-61.61,0.06,0.06,0.04,water,1,cdk8,edge_21_26
916,42.07,0.19,0.23,0.05,water,1,cdk8,edge_24_42
917,47.93,0.09,0.1,0.03,water,1,cdk8,edge_24_33
918,-125.69,0.18,0.21,0.15,water,1,cdk8,edge_38_29
919,-140.33,0.14,0.14,-0.04,water,1,cdk8,edge_31_25
920,2.41,0.07,0.07,0.09,water,1,cdk8,edge_31_37
921,14.93,0.06,0.05,-0.12,water,1,cdk8,edge_41_39
922,22.6,0.06,0.06,-0.01,water,1,cdk8,edge_41_40
923,99.61,0.14,0.16,0.14,water,1,cdk8,edge_29_33
924,27.76,0.12,0.14,0.15,water,1,cdk8,edge_20_35
925,-34.3,0.13,0.11,-0.07,water,1,cdk8,edge_42_13
926,-18.99,0.14,0.13,-0.0,water,1,cdk8,edge_35_18
927,-50.22,0.12,0.16,0.15,water,1,cdk8,edge_35_27
928,-2.37,0.08,0.08,0.05,water,1,cdk8,edge_35_37
929,6.37,0.09,0.08,-0.06,water,1,cdk8,edge_35_36
930,-56.89,0.12,0.13,0.12,water,1,cdk8,edge_44_32
931,-0.77,0.12,0.1,-0.07,water,1,cdk8,edge_44_36
932,-16.9,0.14,0.14,0.03,water,1,cdk8,edge_18_13
933,17.16,0.08,0.08,-0.03,water,1,cdk8,edge_18_15
934,29.49,0.12,0.12,0.02,water,1,cdk8,edge_18_45
935,-49.36,0.13,0.12,0.02,water,1,cdk8,edge_40_19
936,-49.94,0.13,0.15,0.09,water,1,cdk8,edge_40_33
937,-26.74,0.05,0.05,0.02,water,1,cdk8,edge_19_32
938,-115.88,0.09,0.19,0.6,water,1,cdk8,edge_19_25
939,-25.71,0.08,0.09,0.06,water,1,cdk8,edge_33_32
940,33.09,0.1,0.09,-0.11,water,1,cdk8,edge_33_34
941,56.43,0.19,0.2,0.01,water,1,cdk8,edge_27_36
942,17.04,0.23,0.18,-0.13,water,1,cdk8,edge_13_14
943,-67.94,0.11,0.12,0.01,water,1,cdk8,edge_39_32
944,-36.85,0.16,0.13,-0.13,water,1,cdk8,edge_32_23
945,67.87,0.19,0.21,0.09,water,1,cdk8,edge_23_14
946,95.34,0.12,0.14,-0.01,water,1,cdk8,edge_23_34
947,-2.5,0.06,0.07,0.02,water,1,cdk8,edge_34_36
948,-2.64,0.08,0.08,-0.13,water,2,cdk8,edge_43_38
949,-4.73,0.05,0.06,-0.0,water,2,cdk8,edge_43_42
950,6.98,0.1,0.1,0.07,water,2,cdk8,edge_43_45
951,8.13,0.06,0.06,-0.01,water,2,cdk8,edge_17_16
952,-113.13,0.13,0.12,-0.02,water,2,cdk8,edge_17_25
953,34.82,0.14,0.12,-0.12,water,2,cdk8,edge_17_45
954,-170.97,0.12,0.11,0.01,water,2,cdk8,edge_28_25
955,-31.37,0.14,0.14,-0.01,water,2,cdk8,edge_28_30
956,-8.1,0.12,0.11,-0.1,water,2,cdk8,edge_28_39
957,-2.86,0.07,0.06,0.02,water,2,cdk8,edge_22_21
958,-65.36,0.07,0.07,-0.07,water,2,cdk8,edge_22_26
959,-50.75,0.1,0.1,-0.02,water,2,cdk8,edge_22_32
960,-2.5,0.08,0.1,0.11,water,2,cdk8,edge_16_14
961,15.48,0.12,0.19,0.4,water,2,cdk8,edge_16_15
962,-11.24,0.13,0.16,-0.02,water,2,cdk8,edge_16_20
963,-6.53,0.1,0.1,-0.02,water,2,cdk8,edge_16_19
964,-18.49,0.1,0.11,0.07,water,2,cdk8,edge_30_33
965,2.95,0.07,0.06,-0.04,water,2,cdk8,edge_30_37
966,-25.5,0.1,0.12,0.05,water,2,cdk8,edge_21_20
967,5.26,0.16,0.13,-0.15,water,2,cdk8,edge_21_41
968,-124.06,0.27,0.23,-0.17,water,2,cdk8,edge_21_29
969,-61.53,0.05,0.06,-0.0,water,2,cdk8,edge_21_26
970,42.44,0.2,0.2,-0.06,water,2,cdk8,edge_24_42
971,47.78,0.08,0.08,-0.05,water,2,cdk8,edge_24_33
972,-126.14,0.24,0.25,-0.03,water,2,cdk8,edge_38_29
973,-140.8,0.11,0.12,-0.02,water,2,cdk8,edge_31_25
974,2.5,0.06,0.07,0.07,water,2,cdk8,edge_31_37
975,14.84,0.05,0.05,0.01,water,2,cdk8,edge_41_39
976,22.45,0.06,0.06,0.11,water,2,cdk8,edge_41_40
977,99.46,0.13,0.17,0.15,water,2,cdk8,edge_29_33
978,27.57,0.11,0.13,0.12,water,2,cdk8,edge_20_35
979,-34.33,0.11,0.1,-0.03,water,2,cdk8,edge_42_13
980,-19.07,0.13,0.14,0.05,water,2,cdk8,edge_35_18
981,-50.05,0.21,0.21,-0.03,water,2,cdk8,edge_35_27
982,-2.43,0.09,0.08,-0.01,water,2,cdk8,edge_35_37
983,6.22,0.09,0.08,-0.06,water,2,cdk8,edge_35_36
984,-57.06,0.13,0.12,-0.02,water,2,cdk8,edge_44_32
985,-0.87,0.11,0.11,-0.07,water,2,cdk8,edge_44_36
986,-16.81,0.18,0.17,-0.05,water,2,cdk8,edge_18_13
987,18.43,0.17,0.2,0.13,water,2,cdk8,edge_18_15
988,29.46,0.11,0.11,-0.03,water,2,cdk8,edge_18_45
989,-49.0,0.15,0.12,-0.19,water,2,cdk8,edge_40_19
990,-50.52,0.13,0.13,0.03,water,2,cdk8,edge_40_33
991,-26.85,0.06,0.06,-0.06,water,2,cdk8,edge_19_32
992,-115.98,0.1,0.18,0.47,water,2,cdk8,edge_19_25
993,-25.8,0.1,0.09,-0.04,water,2,cdk8,edge_33_32
994,32.98,0.09,0.1,0.03,water,2,cdk8,edge_33_34
995,56.28,0.23,0.2,-0.11,water,2,cdk8,edge_27_36
996,17.46,0.17,0.17,0.03,water,2,cdk8,edge_13_14
997,-67.83,0.11,0.11,0.13,water,2,cdk8,edge_39_32
998,-36.68,0.13,0.15,0.06,water,2,cdk8,edge_32_23
999,67.64,0.22,0.23,0.0,water,2,cdk8,edge_23_14
1000,95.49,0.17,0.16,-0.11,water,2,cdk8,edge_23_34
1001,-2.35,0.06,0.07,0.06,water,2,cdk8,edge_34_36
1002,-2.56,0.08,0.08,0.01,water,3,cdk8,edge_43_38
1003,-4.69,0.08,0.07,-0.04,water,3,cdk8,edge_43_42
1004,6.96,0.11,0.1,-0.08,water,3,cdk8,edge_43_45
1005,8.11,0.06,0.07,-0.02,water,3,cdk8,edge_17_16
1006,-114.53,0.16,0.2,0.16,water,3,cdk8,edge_17_25
1007,34.78,0.1,0.12,0.08,water,3,cdk8,edge_17_45
1008,-171.03,0.11,0.12,0.12,water,3,cdk8,edge_28_25
1009,-31.1,0.16,0.15,-0.01,water,3,cdk8,edge_28_30
1010,-8.09,0.09,0.11,0.11,water,3,cdk8,edge_28_39
1011,-2.8,0.07,0.06,0.03,water,3,cdk8,edge_22_21
1012,-65.41,0.07,0.07,-0.05,water,3,cdk8,edge_22_26
1013,-50.65,0.09,0.09,-0.08,water,3,cdk8,edge_22_32
1014,-2.34,0.1,0.1,0.06,water,3,cdk8,edge_16_14
1015,14.33,0.09,0.08,0.0,water,3,cdk8,edge_16_15
1016,-11.55,0.18,0.17,-0.06,water,3,cdk8,edge_16_20
1017,-6.77,0.09,0.1,0.01,water,3,cdk8,edge_16_19
1018,-18.85,0.14,0.13,0.0,water,3,cdk8,edge_30_33
1019,2.86,0.07,0.07,0.02,water,3,cdk8,edge_30_37
1020,-25.39,0.14,0.13,0.01,water,3,cdk8,edge_21_20
1021,5.11,0.11,0.11,0.01,water,3,cdk8,edge_21_41
1022,-123.43,0.23,0.25,0.03,water,3,cdk8,edge_21_29
1023,-61.56,0.05,0.06,-0.01,water,3,cdk8,edge_21_26
1024,42.03,0.19,0.23,0.16,water,3,cdk8,edge_24_42
1025,48.07,0.09,0.08,-0.05,water,3,cdk8,edge_24_33
1026,-126.49,0.26,0.27,-0.04,water,3,cdk8,edge_38_29
1027,-140.43,0.12,0.15,0.08,water,3,cdk8,edge_31_25
1028,2.56,0.07,0.07,0.04,water,3,cdk8,edge_31_37
1029,14.78,0.06,0.05,0.01,water,3,cdk8,edge_41_39
1030,22.6,0.07,0.06,-0.08,water,3,cdk8,edge_41_40
1031,99.18,0.11,0.14,0.11,water,3,cdk8,edge_29_33
1032,27.28,0.14,0.14,0.01,water,3,cdk8,edge_20_35
1033,-34.23,0.11,0.12,0.01,water,3,cdk8,edge_42_13
1034,-18.87,0.12,0.12,-0.13,water,3,cdk8,edge_35_18
1035,-50.21,0.17,0.18,-0.05,water,3,cdk8,edge_35_27
1036,-2.5,0.07,0.09,0.14,water,3,cdk8,edge_35_37
1037,6.3,0.08,0.08,0.04,water,3,cdk8,edge_35_36
1038,-57.09,0.14,0.13,-0.05,water,3,cdk8,edge_44_32
1039,-0.75,0.11,0.11,-0.04,water,3,cdk8,edge_44_36
1040,-16.73,0.14,0.16,0.13,water,3,cdk8,edge_18_13
1041,18.81,0.12,0.24,0.52,water,3,cdk8,edge_18_15
1042,29.59,0.12,0.11,0.03,water,3,cdk8,edge_18_45
1043,-48.84,0.12,0.12,-0.04,water,3,cdk8,edge_40_19
1044,-50.36,0.15,0.13,-0.05,water,3,cdk8,edge_40_33
1045,-26.86,0.06,0.06,-0.1,water,3,cdk8,edge_19_32
1046,-115.82,0.09,0.16,0.48,water,3,cdk8,edge_19_25
1047,-25.65,0.09,0.09,-0.02,water,3,cdk8,edge_33_32
1048,33.05,0.09,0.1,0.09,water,3,cdk8,edge_33_34
1049,56.02,0.21,0.19,-0.1,water,3,cdk8,edge_27_36
1050,17.4,0.15,0.18,0.11,water,3,cdk8,edge_13_14
1051,-68.02,0.11,0.11,0.02,water,3,cdk8,edge_39_32
1052,-36.86,0.14,0.12,0.01,water,3,cdk8,edge_32_23
1053,68.28,0.22,0.22,-0.07,water,3,cdk8,edge_23_14
1054,95.68,0.16,0.16,-0.04,water,3,cdk8,edge_23_34
1055,-2.31,0.08,0.07,-0.04,water,3,cdk8,edge_34_36
1056,110.35,0.12,0.15,0.2,complex,1,hif2a,edge_338_165
1057,118.79,0.33,0.8,0.75,complex,1,hif2a,edge_338_215
1058,92.21,0.09,0.11,0.11,complex,1,hif2a,edge_338_163
1059,49.46,0.14,0.21,0.34,complex,1,hif2a,edge_43_235
1060,-133.19,0.18,0.25,0.27,complex,1,hif2a,edge_43_54
1061,-84.91,0.31,0.38,0.29,complex,1,hif2a,edge_43_215
1062,-29.59,0.12,0.1,-0.06,complex,1,hif2a,edge_43_155
1063,10.33,0.13,0.12,0.06,complex,1,hif2a,edge_43_25
1064,-85.54,0.14,0.18,0.27,complex,1,hif2a,edge_235_1
1065,-183.91,0.47,0.48,0.05,complex,1,hif2a,edge_235_54
1066,137.59,0.13,0.12,-0.22,complex,1,hif2a,edge_234_227
1067,-20.65,0.07,0.09,0.11,complex,1,hif2a,edge_234_289
1068,33.05,0.14,0.22,0.32,complex,1,hif2a,edge_30_42
1069,-22.02,0.08,0.11,0.2,complex,1,hif2a,edge_30_84
1070,-125.67,0.24,0.33,0.24,complex,1,hif2a,edge_30_251
1072,7.83,0.06,0.06,0.0,complex,1,hif2a,edge_1_155
1073,3.15,0.1,0.19,0.42,complex,1,hif2a,edge_1_7a
1074,-108.57,0.15,0.18,0.13,complex,1,hif2a,edge_1_254
1076,25.97,0.08,0.08,-0.02,complex,1,hif2a,edge_1_15
1077,33.26,0.13,0.32,0.66,complex,1,hif2a,edge_237_227
1078,-25.8,0.11,0.13,0.1,complex,1,hif2a,edge_237_31
1079,-13.67,0.22,0.26,0.11,complex,1,hif2a,edge_237_41
1081,61.52,0.14,0.12,0.05,complex,1,hif2a,edge_237_290
1082,-141.81,0.19,0.15,-0.22,complex,1,hif2a,edge_237_254
1083,-85.21,0.12,0.12,-0.05,complex,1,hif2a,edge_227_167
1084,-149.29,0.09,0.09,-0.15,complex,1,hif2a,edge_227_231
1085,-38.54,0.11,0.12,0.15,complex,1,hif2a,edge_227_15
1086,-67.84,0.15,0.13,-0.09,complex,1,hif2a,edge_266_156
1087,-144.15,0.11,0.12,-0.07,complex,1,hif2a,edge_266_165
1088,-95.87,0.12,0.14,0.04,complex,1,hif2a,edge_266_84
1090,103.1,0.17,0.2,0.18,complex,1,hif2a,edge_206_57
1091,67.24,0.14,0.15,0.02,complex,1,hif2a,edge_206_42
1093,-139.89,0.35,0.65,0.62,complex,1,hif2a,edge_206_256
1094,-28.64,0.26,0.41,0.46,complex,1,hif2a,edge_67_165
1095,-152.87,0.29,0.34,0.11,complex,1,hif2a,edge_67_256
1096,-36.6,0.11,0.2,0.44,complex,1,hif2a,edge_156_167
1097,-75.4,0.16,0.19,0.08,complex,1,hif2a,edge_156_165
1098,7.47,0.12,0.13,0.16,complex,1,hif2a,edge_156_42
1099,-72.55,0.34,0.4,0.24,complex,1,hif2a,edge_156_164
1100,-61.03,0.11,0.14,0.16,complex,1,hif2a,edge_31_61
1101,-4.17,0.14,0.12,-0.21,complex,1,hif2a,edge_31_7a
1102,96.74,0.37,0.35,0.05,complex,1,hif2a,edge_289_35
1103,172.77,0.58,0.93,0.71,complex,1,hif2a,edge_289_224
1104,-79.6,0.2,0.18,-0.13,complex,1,hif2a,edge_61_251
1105,-38.76,0.12,0.14,0.14,complex,1,hif2a,edge_167_165
1106,25.99,0.11,0.14,0.2,complex,1,hif2a,edge_167_155
1107,-89.84,0.18,0.22,0.31,complex,1,hif2a,edge_167_50
1108,80.49,0.19,0.19,-0.04,complex,1,hif2a,edge_165_42
