,val,err,aerr,conv,env,repeat,target,edge
710,141.52,0.31,0.29,0.06,water,3,eg5,edge_CHEMBL1084677_CHEMBL1084676
711,63.15,0.14,0.13,-0.03,water,3,eg5,edge_CHEMBL1084677_CHEMBL1096003
712,-32.23,0.1,0.09,-0.04,water,3,eg5,edge_CHEMBL1077227_CHEMBL1085666
713,9.05,0.07,0.08,0.04,water,3,eg5,edge_CHEMBL1077227_CHEMBL1086410
714,26.17,0.22,0.21,-0.08,water,3,eg5,edge_CHEMBL1077227_CHEMBL1084935
715,15.61,0.13,0.14,-0.0,water,3,eg5,edge_CHEMBL1086410_CHEMBL1096002
716,17.03,0.16,0.19,0.13,water,3,eg5,edge_CHEMBL1086410_CHEMBL1084935
717,-3.29,0.07,0.09,0.08,water,3,eg5,edge_CHEMBL1083517_CHEMBL1085666
718,11.68,0.24,0.23,-0.01,water,3,eg5,edge_CHEMBL1096003_CHEMBL1084143
719,80.21,0.21,0.25,0.04,water,3,eg5,edge_CHEMBL1077204_CHEMBL1083836
720,-39.98,0.48,0.46,-0.11,water,3,eg5,edge_CHEMBL1077204_CHEMBL1084143
721,25.48,0.1,0.1,-0.03,water,3,eg5,edge_CHEMBL1077204_CHEMBL1084676
722,-71.22,0.1,0.09,-0.06,water,3,eg5,edge_CHEMBL1083836_CHEMBL1085666
723,-15.64,0.12,0.12,0.02,water,3,eg5,edge_CHEMBL1083836_CHEMBL1096002
724,9.08,0.32,0.28,-0.1,water,3,eg5,edge_CHEMBL1085692_CHEMBL1096002
725,-21.29,0.17,0.19,0.08,water,3,eg5,edge_CHEMBL1085692_CHEMBL1084676
726,1.62,0.15,0.22,0.33,water,3,eg5,edge_CHEMBL1096002_CHEMBL1084935
727,-5.68,0.07,0.06,-0.04,water,3,eg5,edge_CHEMBL1089056_CHEMBL1088740
728,-9.99,0.06,0.06,-0.02,water,3,eg5,edge_CHEMBL1089056_CHEMBL1078998
729,-4.52,0.15,0.12,-0.15,water,3,eg5,edge_CHEMBL1093088_CHEMBL1088740
730,-29.3,0.13,0.12,-0.0,water,3,eg5,edge_CHEMBL1077227_CHEMBL1078998
731,-30.7,0.13,0.14,-0.04,water,3,eg5,edge_CHEMBL1086410_CHEMBL1089056
732,-4.44,0.11,0.13,0.01,complex,1,cdk8,edge_43_38
733,-5.95,0.09,0.11,0.17,complex,1,cdk8,edge_43_42
734,4.8,0.14,0.13,-0.05,complex,1,cdk8,edge_43_45
735,5.52,0.15,0.16,-0.11,complex,1,cdk8,edge_17_16
737,29.9,0.28,0.32,0.15,complex,1,cdk8,edge_17_45
738,-174.31,0.23,0.41,0.5,complex,1,cdk8,edge_28_25
739,-35.32,1.09,0.8,-0.42,complex,1,cdk8,edge_28_30
740,-10.79,0.25,0.44,0.49,complex,1,cdk8,edge_28_39
741,-1.24,0.11,0.14,0.19,complex,1,cdk8,edge_22_21
742,-55.97,0.51,0.67,0.4,complex,1,cdk8,edge_22_26
744,-2.82,0.47,0.38,-0.25,complex,1,cdk8,edge_16_14
745,15.87,0.17,0.19,0.05,complex,1,cdk8,edge_16_15
746,-16.54,0.68,0.51,-0.03,complex,1,cdk8,edge_16_20
747,-7.23,0.2,0.27,0.23,complex,1,cdk8,edge_16_19
748,-14.81,0.2,0.19,0.07,complex,1,cdk8,edge_30_33
749,2.98,0.08,0.09,0.05,complex,1,cdk8,edge_30_37
750,-29.47,0.3,0.47,0.4,complex,1,cdk8,edge_21_20
751,5.42,0.23,0.38,0.49,complex,1,cdk8,edge_21_41
752,-120.33,0.55,0.59,0.4,complex,1,cdk8,edge_21_29
753,-49.38,0.08,0.09,-0.04,complex,1,cdk8,edge_21_26
757,-137.61,0.24,0.59,0.73,complex,1,cdk8,edge_31_25
758,3.48,0.1,0.11,0.19,complex,1,cdk8,edge_31_37
759,15.58,0.07,0.09,0.21,complex,1,cdk8,edge_41_39
760,24.47,0.09,0.08,-0.18,complex,1,cdk8,edge_41_40
761,90.28,0.17,0.21,0.24,complex,1,cdk8,edge_29_33
762,34.5,0.32,0.27,-0.2,complex,1,cdk8,edge_20_35
763,-34.26,0.26,0.33,0.26,complex,1,cdk8,edge_42_13
764,-20.62,0.32,0.39,0.25,complex,1,cdk8,edge_35_18
766,-5.26,0.17,0.17,0.08,complex,1,cdk8,edge_35_37
767,3.03,0.15,0.18,0.16,complex,1,cdk8,edge_35_36
768,-54.1,0.45,0.4,-0.08,complex,1,cdk8,edge_44_32
769,-0.72,0.21,0.31,0.34,complex,1,cdk8,edge_44_36
770,-16.68,0.48,0.85,0.73,complex,1,cdk8,edge_18_13
771,18.8,0.3,0.26,-0.08,complex,1,cdk8,edge_18_15
772,28.03,0.31,0.27,-0.15,complex,1,cdk8,edge_18_45
773,-51.51,0.21,0.23,0.22,complex,1,cdk8,edge_40_19
774,-52.5,0.19,0.15,-0.2,complex,1,cdk8,edge_40_33
775,-25.74,0.12,0.1,-0.08,complex,1,cdk8,edge_19_32
777,-25.44,0.21,0.24,0.11,complex,1,cdk8,edge_33_32
778,28.22,0.11,0.09,-0.2,complex,1,cdk8,edge_33_34
781,-68.09,0.32,0.28,-0.08,complex,1,cdk8,edge_39_32
784,91.31,0.2,0.26,0.22,complex,1,cdk8,edge_23_34
785,0.29,0.16,0.28,0.45,complex,1,cdk8,edge_34_36
786,-4.62,0.11,0.12,0.06,complex,2,cdk8,edge_43_38
787,-5.33,0.09,0.1,0.03,complex,2,cdk8,edge_43_42
788,4.47,0.19,0.17,0.06,complex,2,cdk8,edge_43_45
789,4.07,0.17,0.26,0.34,complex,2,cdk8,edge_17_16
791,30.29,0.5,0.41,-0.08,complex,2,cdk8,edge_17_45
792,-174.5,0.36,0.42,0.19,complex,2,cdk8,edge_28_25
794,-9.12,0.27,0.3,-0.02,complex,2,cdk8,edge_28_39
795,-0.8,0.11,0.1,-0.14,complex,2,cdk8,edge_22_21
796,-53.15,0.54,0.63,0.25,complex,2,cdk8,edge_22_26
797,-46.8,0.23,0.22,-0.05,complex,2,cdk8,edge_22_32
798,-4.07,0.27,0.32,0.14,complex,2,cdk8,edge_16_14
799,15.55,0.17,0.22,0.18,complex,2,cdk8,edge_16_15
801,-8.09,0.26,0.27,-0.08,complex,2,cdk8,edge_16_19
802,-14.57,0.2,0.21,0.02,complex,2,cdk8,edge_30_33
803,4.62,0.14,0.2,0.4,complex,2,cdk8,edge_30_37
804,-29.71,0.25,0.24,-0.05,complex,2,cdk8,edge_21_20
805,4.09,0.13,0.21,0.39,complex,2,cdk8,edge_21_41
806,-122.48,0.29,0.53,0.54,complex,2,cdk8,edge_21_29
807,-49.16,0.11,0.09,-0.13,complex,2,cdk8,edge_21_26
808,43.77,0.34,0.5,0.38,complex,2,cdk8,edge_24_42
811,-139.87,0.29,0.51,0.58,complex,2,cdk8,edge_31_25
812,2.68,0.12,0.15,0.11,complex,2,cdk8,edge_31_37
813,15.67,0.06,0.09,0.33,complex,2,cdk8,edge_41_39
814,24.74,0.08,0.1,0.2,complex,2,cdk8,edge_41_40
815,91.06,0.42,0.46,-0.01,complex,2,cdk8,edge_29_33
817,-34.11,0.19,0.29,0.33,complex,2,cdk8,edge_42_13
818,-19.99,0.59,0.39,-0.3,complex,2,cdk8,edge_35_18
820,-5.43,0.17,0.23,0.19,complex,2,cdk8,edge_35_37
821,3.72,0.12,0.12,0.02,complex,2,cdk8,edge_35_36
822,-55.41,0.38,0.32,-0.15,complex,2,cdk8,edge_44_32
823,0.83,0.19,0.29,0.44,complex,2,cdk8,edge_44_36
824,-15.09,0.78,0.71,0.22,complex,2,cdk8,edge_18_13
825,18.89,0.21,0.19,-0.12,complex,2,cdk8,edge_18_15
826,28.6,0.59,0.44,-0.44,complex,2,cdk8,edge_18_45
827,-53.09,0.2,0.31,0.42,complex,2,cdk8,edge_40_19
828,-52.7,0.22,0.27,0.21,complex,2,cdk8,edge_40_33
829,-25.89,0.19,0.23,0.22,complex,2,cdk8,edge_19_32
830,-110.84,0.69,0.67,0.15,complex,2,cdk8,edge_19_25
831,-24.64,0.19,0.24,0.23,complex,2,cdk8,edge_33_32
832,28.89,0.16,0.17,-0.05,complex,2,cdk8,edge_33_34
835,-67.17,0.26,0.46,0.48,complex,2,cdk8,edge_39_32
838,91.22,0.61,0.43,-0.25,complex,2,cdk8,edge_23_34
839,-0.87,0.08,0.09,0.07,complex,2,cdk8,edge_34_36
840,-3.97,0.15,0.17,0.12,complex,3,cdk8,edge_43_38
841,-5.09,0.08,0.09,0.1,complex,3,cdk8,edge_43_42
842,5.61,0.19,0.17,-0.03,complex,3,cdk8,edge_43_45
843,5.31,0.12,0.22,0.47,complex,3,cdk8,edge_17_16
845,30.21,0.27,0.35,0.22,complex,3,cdk8,edge_17_45
846,-173.53,0.27,0.5,0.62,complex,3,cdk8,edge_28_25
848,-9.59,0.29,0.33,0.08,complex,3,cdk8,edge_28_39
849,-1.75,0.11,0.12,0.02,complex,3,cdk8,edge_22_21
851,-47.9,0.32,0.29,-0.12,complex,3,cdk8,edge_22_32
852,-3.74,0.28,0.25,-0.1,complex,3,cdk8,edge_16_14
853,15.21,0.17,0.26,0.45,complex,3,cdk8,edge_16_15
854,-16.37,0.33,0.42,0.44,complex,3,cdk8,edge_16_20
855,-7.69,0.32,0.25,-0.19,complex,3,cdk8,edge_16_19
856,-13.55,0.13,0.16,0.16,complex,3,cdk8,edge_30_33
857,4.59,0.08,0.15,0.54,complex,3,cdk8,edge_30_37
858,-30.93,0.31,0.29,-0.01,complex,3,cdk8,edge_21_20
859,3.58,0.2,0.18,-0.07,complex,3,cdk8,edge_21_41
860,-122.5,0.42,0.84,0.74,complex,3,cdk8,edge_21_29
861,-49.38,0.11,0.11,-0.01,complex,3,cdk8,edge_21_26
862,41.85,1.3,0.87,-0.46,complex,3,cdk8,edge_24_42
865,-139.8,0.59,0.52,-0.16,complex,3,cdk8,edge_31_25
866,3.01,0.1,0.13,0.23,complex,3,cdk8,edge_31_37
867,15.75,0.07,0.06,0.06,complex,3,cdk8,edge_41_39
868,24.37,0.1,0.09,-0.03,complex,3,cdk8,edge_41_40
869,90.17,0.24,0.18,-0.25,complex,3,cdk8,edge_29_33
870,32.92,0.69,0.51,-0.25,complex,3,cdk8,edge_20_35
871,-36.56,0.32,0.25,-0.21,complex,3,cdk8,edge_42_13
872,-19.85,0.29,0.28,-0.01,complex,3,cdk8,edge_35_18
873,-43.73,0.52,0.65,0.35,complex,3,cdk8,edge_35_27
874,-3.61,0.12,0.09,-0.41,complex,3,cdk8,edge_35_37
875,2.88,0.18,0.15,-0.1,complex,3,cdk8,edge_35_36
876,-54.77,0.21,0.48,0.68,complex,3,cdk8,edge_44_32
877,-1.52,0.26,0.24,-0.15,complex,3,cdk8,edge_44_36
879,18.77,0.14,0.11,-0.19,complex,3,cdk8,edge_18_15
880,28.63,0.29,0.34,0.08,complex,3,cdk8,edge_18_45
881,-52.19,0.3,0.34,0.09,complex,3,cdk8,edge_40_19
882,-53.8,0.3,0.33,0.23,complex,3,cdk8,edge_40_33
883,-25.23,0.12,0.13,0.14,complex,3,cdk8,edge_19_32
885,-24.4,0.26,0.29,0.01,complex,3,cdk8,edge_33_32
886,28.32,0.14,0.15,0.07,complex,3,cdk8,edge_33_34
887,46.84,0.28,0.19,-0.31,complex,3,cdk8,edge_27_36
889,-66.36,0.54,0.6,0.66,complex,3,cdk8,edge_39_32
892,91.37,0.26,0.37,0.33,complex,3,cdk8,edge_23_34
893,-1.63,0.11,0.1,-0.05,complex,3,cdk8,edge_34_36
894,-3.27,0.07,0.08,0.06,water,1,cdk8,edge_43_38
895,-5.3,0.06,0.06,0.03,water,1,cdk8,edge_43_42
896,4.89,0.09,0.09,0.04,water,1,cdk8,edge_43_45
897,6.37,0.06,0.05,-0.04,water,1,cdk8,edge_17_16
898,-114.97,0.16,0.21,0.2,water,1,cdk8,edge_17_25
899,34.45,0.11,0.12,0.13,water,1,cdk8,edge_17_45
900,-173.04,0.12,0.12,-0.05,water,1,cdk8,edge_28_25
901,-32.79,0.11,0.16,0.25,water,1,cdk8,edge_28_30
902,-5.24,0.14,0.12,-0.05,water,1,cdk8,edge_28_39
903,-4.24,0.07,0.07,0.02,water,1,cdk8,edge_22_21
904,-56.38,0.07,0.07,-0.03,water,1,cdk8,edge_22_26
905,-48.83,0.09,0.09,-0.01,water,1,cdk8,edge_22_32
906,-4.36,0.08,0.1,0.16,water,1,cdk8,edge_16_14
907,15.69,0.08,0.07,-0.14,water,1,cdk8,edge_16_15
908,-14.26,0.15,0.2,0.16,water,1,cdk8,edge_16_20
909,-5.85,0.11,0.1,-0.03,water,1,cdk8,edge_16_19
910,-16.79,0.12,0.14,0.07,water,1,cdk8,edge_30_33
911,4.91,0.08,0.08,0.02,water,1,cdk8,edge_30_37
912,-28.24,0.13,0.12,-0.11,water,1,cdk8,edge_21_20
913,8.63,0.12,0.12,-0.02,water,1,cdk8,edge_21_41
914,-119.94,0.22,0.28,0.3,water,1,cdk8,edge_21_29
915,-48.89,0.08,0.06,-0.06,water,1,cdk8,edge_21_26
916,44.88,0.2,0.24,0.17,water,1,cdk8,edge_24_42
917,50.92,0.11,0.1,-0.04,water,1,cdk8,edge_24_33
918,-120.17,0.16,0.22,0.28,water,1,cdk8,edge_38_29
919,-143.22,0.14,0.14,0.1,water,1,cdk8,edge_31_25
920,2.08,0.07,0.06,0.01,water,1,cdk8,edge_31_37
921,15.13,0.06,0.05,0.04,water,1,cdk8,edge_41_39
922,24.48,0.06,0.05,-0.07,water,1,cdk8,edge_41_40
923,90.66,0.13,0.16,0.2,water,1,cdk8,edge_29_33
924,36.21,0.15,0.14,0.01,water,1,cdk8,edge_20_35
925,-36.14,0.11,0.11,0.15,water,1,cdk8,edge_42_13
926,-23.75,0.11,0.12,0.06,water,1,cdk8,edge_35_18
927,-47.47,0.17,0.17,0.08,water,1,cdk8,edge_35_27
928,-4.76,0.09,0.09,-0.0,water,1,cdk8,edge_35_37
929,3.42,0.08,0.08,0.08,water,1,cdk8,edge_35_36
930,-56.38,0.16,0.13,-0.03,water,1,cdk8,edge_44_32
931,-0.43,0.1,0.11,0.0,water,1,cdk8,edge_44_36
932,-16.16,0.18,0.16,-0.14,water,1,cdk8,edge_18_13
933,19.67,0.13,0.21,0.41,water,1,cdk8,edge_18_15
934,30.71,0.1,0.11,0.05,water,1,cdk8,edge_18_45
935,-55.63,0.11,0.11,0.03,water,1,cdk8,edge_40_19
936,-55.32,0.15,0.14,-0.1,water,1,cdk8,edge_40_33
937,-25.81,0.05,0.06,0.13,water,1,cdk8,edge_19_32
938,-114.46,0.1,0.09,-0.07,water,1,cdk8,edge_19_25
939,-26.29,0.08,0.08,0.05,water,1,cdk8,edge_33_32
940,30.3,0.12,0.1,-0.07,water,1,cdk8,edge_33_34
941,50.76,0.18,0.2,0.11,water,1,cdk8,edge_27_36
942,14.41,0.16,0.16,0.05,water,1,cdk8,edge_13_14
943,-70.36,0.09,0.11,0.04,water,1,cdk8,edge_39_32
944,-37.46,0.13,0.14,0.13,water,1,cdk8,edge_32_23
945,65.08,0.19,0.21,0.09,water,1,cdk8,edge_23_14
946,94.25,0.16,0.15,-0.02,water,1,cdk8,edge_23_34
947,-0.23,0.06,0.06,0.03,water,1,cdk8,edge_34_36
948,-3.19,0.07,0.07,0.01,water,2,cdk8,edge_43_38
949,-5.3,0.07,0.07,-0.07,water,2,cdk8,edge_43_42
950,5.09,0.1,0.11,0.01,water,2,cdk8,edge_43_45
951,6.44,0.06,0.05,-0.03,water,2,cdk8,edge_17_16
952,-114.81,0.12,0.18,0.37,water,2,cdk8,edge_17_25
953,34.32,0.16,0.14,-0.05,water,2,cdk8,edge_17_45
954,-172.94,0.12,0.12,-0.04,water,2,cdk8,edge_28_25
955,-32.8,0.16,0.15,-0.04,water,2,cdk8,edge_28_30
956,-5.23,0.11,0.12,0.05,water,2,cdk8,edge_28_39
957,-4.09,0.07,0.06,-0.06,water,2,cdk8,edge_22_21
958,-56.36,0.08,0.07,-0.17,water,2,cdk8,edge_22_26
959,-48.78,0.09,0.09,-0.04,water,2,cdk8,edge_22_32
960,-4.28,0.1,0.1,-0.06,water,2,cdk8,edge_16_14
961,16.14,0.07,0.1,0.25,water,2,cdk8,edge_16_15
962,-14.29,0.14,0.16,0.13,water,2,cdk8,edge_16_20
963,-5.74,0.08,0.1,0.09,water,2,cdk8,edge_16_19
964,-16.97,0.1,0.12,0.13,water,2,cdk8,edge_30_33
965,4.96,0.06,0.07,0.06,water,2,cdk8,edge_30_37
966,-28.4,0.12,0.12,0.02,water,2,cdk8,edge_21_20
967,9.43,0.16,0.16,0.03,water,2,cdk8,edge_21_41
968,-120.55,0.22,0.25,0.18,water,2,cdk8,edge_21_29
969,-49.0,0.07,0.06,-0.02,water,2,cdk8,edge_21_26
970,45.19,0.19,0.19,0.09,water,2,cdk8,edge_24_42
971,51.14,0.12,0.12,0.07,water,2,cdk8,edge_24_33
972,-120.4,0.21,0.22,-0.08,water,2,cdk8,edge_38_29
973,-143.18,0.12,0.13,-0.06,water,2,cdk8,edge_31_25
974,2.14,0.07,0.07,0.06,water,2,cdk8,edge_31_37
975,15.14,0.05,0.05,0.04,water,2,cdk8,edge_41_39
976,24.43,0.06,0.06,-0.08,water,2,cdk8,edge_41_40
977,90.54,0.12,0.16,0.05,water,2,cdk8,edge_29_33
978,36.23,0.12,0.14,0.06,water,2,cdk8,edge_20_35
979,-36.3,0.11,0.11,0.03,water,2,cdk8,edge_42_13
980,-23.7,0.13,0.12,-0.03,water,2,cdk8,edge_35_18
981,-47.2,0.16,0.17,0.02,water,2,cdk8,edge_35_27
982,-4.54,0.09,0.08,-0.02,water,2,cdk8,edge_35_37
983,3.35,0.07,0.08,-0.05,water,2,cdk8,edge_35_36
984,-56.67,0.09,0.11,0.11,water,2,cdk8,edge_44_32
985,-0.56,0.11,0.1,-0.0,water,2,cdk8,edge_44_36
986,-16.0,0.12,0.14,0.11,water,2,cdk8,edge_18_13
987,19.29,0.14,0.17,0.17,water,2,cdk8,edge_18_15
988,30.39,0.12,0.12,0.0,water,2,cdk8,edge_18_45
989,-55.82,0.14,0.13,-0.02,water,2,cdk8,edge_40_19
990,-54.93,0.13,0.15,0.11,water,2,cdk8,edge_40_33
991,-25.64,0.07,0.06,-0.02,water,2,cdk8,edge_19_32
992,-115.43,0.13,0.15,0.15,water,2,cdk8,edge_19_25
993,-26.25,0.08,0.09,-0.02,water,2,cdk8,edge_33_32
994,30.0,0.1,0.11,0.08,water,2,cdk8,edge_33_34
995,50.1,0.21,0.18,-0.17,water,2,cdk8,edge_27_36
996,14.54,0.16,0.18,0.08,water,2,cdk8,edge_13_14
997,-70.49,0.12,0.11,-0.1,water,2,cdk8,edge_39_32
998,-37.54,0.16,0.15,-0.11,water,2,cdk8,edge_32_23
999,65.49,0.22,0.22,0.05,water,2,cdk8,edge_23_14
1000,94.09,0.16,0.16,-0.09,water,2,cdk8,edge_23_34
1001,-0.28,0.06,0.08,0.1,water,2,cdk8,edge_34_36
1002,-3.29,0.08,0.08,0.01,water,3,cdk8,edge_43_38
1003,-5.31,0.07,0.07,-0.06,water,3,cdk8,edge_43_42
1004,5.17,0.1,0.11,-0.02,water,3,cdk8,edge_43_45
1005,6.34,0.04,0.05,-0.03,water,3,cdk8,edge_17_16
1006,-114.67,0.17,0.21,0.3,water,3,cdk8,edge_17_25
1007,34.6,0.1,0.11,-0.02,water,3,cdk8,edge_17_45
1008,-172.9,0.12,0.13,0.19,water,3,cdk8,edge_28_25
1009,-32.56,0.15,0.14,-0.04,water,3,cdk8,edge_28_30
1010,-5.39,0.11,0.13,0.04,water,3,cdk8,edge_28_39
1011,-4.21,0.06,0.07,-0.01,water,3,cdk8,edge_22_21
1012,-56.27,0.08,0.07,-0.04,water,3,cdk8,edge_22_26
1013,-48.96,0.09,0.09,0.03,water,3,cdk8,edge_22_32
1014,-4.38,0.1,0.09,-0.09,water,3,cdk8,edge_16_14
1015,16.53,0.13,0.13,0.05,water,3,cdk8,edge_16_15
1016,-14.29,0.2,0.2,0.07,water,3,cdk8,edge_16_20
1017,-5.79,0.11,0.1,-0.04,water,3,cdk8,edge_16_19
1018,-16.52,0.16,0.14,-0.09,water,3,cdk8,edge_30_33
1019,5.03,0.06,0.07,0.06,water,3,cdk8,edge_30_37
1020,-28.3,0.13,0.13,0.02,water,3,cdk8,edge_21_20
1021,8.82,0.15,0.13,-0.06,water,3,cdk8,edge_21_41
1022,-120.02,0.21,0.23,0.06,water,3,cdk8,edge_21_29
1023,-49.0,0.06,0.06,-0.03,water,3,cdk8,edge_21_26
1024,44.89,0.21,0.19,-0.08,water,3,cdk8,edge_24_42
1025,51.31,0.1,0.12,0.14,water,3,cdk8,edge_24_33
1026,-120.29,0.23,0.22,-0.11,water,3,cdk8,edge_38_29
1027,-142.93,0.12,0.16,0.09,water,3,cdk8,edge_31_25
1028,2.16,0.06,0.07,0.0,water,3,cdk8,edge_31_37
1029,15.13,0.05,0.06,0.04,water,3,cdk8,edge_41_39
1030,24.43,0.06,0.06,-0.01,water,3,cdk8,edge_41_40
1031,90.81,0.13,0.17,0.24,water,3,cdk8,edge_29_33
1032,36.25,0.11,0.12,0.04,water,3,cdk8,edge_20_35
1033,-36.18,0.1,0.11,0.05,water,3,cdk8,edge_42_13
1034,-23.87,0.1,0.11,-0.03,water,3,cdk8,edge_35_18
1035,-47.48,0.15,0.17,0.09,water,3,cdk8,edge_35_27
1036,-4.61,0.08,0.09,0.1,water,3,cdk8,edge_35_37
1037,3.27,0.08,0.08,0.01,water,3,cdk8,edge_35_36
1038,-56.41,0.13,0.14,0.08,water,3,cdk8,edge_44_32
1039,-0.46,0.11,0.1,-0.06,water,3,cdk8,edge_44_36
1040,-16.16,0.16,0.16,0.08,water,3,cdk8,edge_18_13
1041,19.2,0.1,0.15,0.34,water,3,cdk8,edge_18_15
1042,30.54,0.14,0.12,-0.05,water,3,cdk8,edge_18_45
1043,-55.49,0.15,0.13,-0.11,water,3,cdk8,edge_40_19
1044,-55.34,0.11,0.13,-0.04,water,3,cdk8,edge_40_33
1045,-25.53,0.06,0.06,0.01,water,3,cdk8,edge_19_32
1046,-114.82,0.11,0.12,0.12,water,3,cdk8,edge_19_25
1047,-26.3,0.09,0.09,-0.03,water,3,cdk8,edge_33_32
1048,30.42,0.1,0.1,0.01,water,3,cdk8,edge_33_34
1049,50.39,0.19,0.22,-0.02,water,3,cdk8,edge_27_36
1050,14.15,0.14,0.16,0.11,water,3,cdk8,edge_13_14
1051,-70.22,0.09,0.11,0.07,water,3,cdk8,edge_39_32
1052,-37.88,0.13,0.13,-0.07,water,3,cdk8,edge_32_23
1053,65.01,0.23,0.21,-0.04,water,3,cdk8,edge_23_14
1054,94.18,0.17,0.14,-0.19,water,3,cdk8,edge_23_34
1055,-0.24,0.07,0.07,0.03,water,3,cdk8,edge_34_36
1056,119.93,0.13,0.13,-0.07,complex,1,hif2a,edge_338_165
1057,130.23,0.38,0.34,-0.15,complex,1,hif2a,edge_338_215
1058,104.5,0.17,0.27,0.36,complex,1,hif2a,edge_338_163
1059,49.99,0.15,0.12,-0.21,complex,1,hif2a,edge_43_235
1060,-134.73,0.17,0.22,0.15,complex,1,hif2a,edge_43_54
1061,-81.6,0.26,0.37,0.25,complex,1,hif2a,edge_43_215
1062,-29.01,0.09,0.1,0.07,complex,1,hif2a,edge_43_155
1063,12.05,0.1,0.09,-0.03,complex,1,hif2a,edge_43_25
1064,-87.54,0.11,0.13,0.16,complex,1,hif2a,edge_235_1
1065,-184.43,0.27,0.39,0.5,complex,1,hif2a,edge_235_54
1066,127.98,0.16,0.16,0.02,complex,1,hif2a,edge_234_227
1067,-29.38,0.11,0.1,-0.06,complex,1,hif2a,edge_234_289
1068,26.26,0.08,0.14,0.41,complex,1,hif2a,edge_30_42
1069,-21.58,0.16,0.2,0.21,complex,1,hif2a,edge_30_84
1072,11.08,0.07,0.06,0.02,complex,1,hif2a,edge_1_155
1073,-1.38,0.23,0.34,0.38,complex,1,hif2a,edge_1_7a
1074,-110.16,0.11,0.27,0.67,complex,1,hif2a,edge_1_254
1075,-179.3,0.22,0.33,0.38,complex,1,hif2a,edge_1_256
1076,23.97,0.11,0.11,0.09,complex,1,hif2a,edge_1_15
1077,34.79,0.32,0.38,0.26,complex,1,hif2a,edge_237_227
1078,-23.0,0.15,0.18,0.11,complex,1,hif2a,edge_237_31
1079,-17.29,0.26,0.29,0.05,complex,1,hif2a,edge_237_41
1080,-212.93,0.25,0.47,0.55,complex,1,hif2a,edge_237_336
1081,61.41,0.19,0.27,0.35,complex,1,hif2a,edge_237_290
1082,-141.41,0.19,0.2,-0.05,complex,1,hif2a,edge_237_254
1083,-79.72,0.14,0.14,0.02,complex,1,hif2a,edge_227_167
1084,-145.83,0.12,0.19,0.36,complex,1,hif2a,edge_227_231
1085,-44.21,0.1,0.14,0.25,complex,1,hif2a,edge_227_15
1086,-69.72,0.2,0.17,-0.19,complex,1,hif2a,edge_266_156
1087,-146.07,0.22,0.19,-0.15,complex,1,hif2a,edge_266_165
1088,-111.91,0.27,0.19,-0.25,complex,1,hif2a,edge_266_84
1090,104.56,0.11,0.14,0.13,complex,1,hif2a,edge_206_57
1091,62.63,0.13,0.15,0.23,complex,1,hif2a,edge_206_42
1092,35.28,0.26,0.37,0.43,complex,1,hif2a,edge_206_23
1093,-140.48,0.38,0.65,0.54,complex,1,hif2a,edge_206_256
1094,-24.03,0.22,0.37,0.48,complex,1,hif2a,edge_67_165
1095,-152.62,0.16,0.26,0.42,complex,1,hif2a,edge_67_256
1096,-33.59,0.11,0.11,-0.18,complex,1,hif2a,edge_156_167
1097,-75.57,0.16,0.28,0.5,complex,1,hif2a,edge_156_165
1098,-2.37,0.11,0.11,0.01,complex,1,hif2a,edge_156_42
1099,-71.29,0.26,0.44,0.48,complex,1,hif2a,edge_156_164
1100,-61.91,0.11,0.2,0.49,complex,1,hif2a,edge_31_61
1101,-12.17,0.13,0.11,-0.21,complex,1,hif2a,edge_31_7a
1102,91.0,0.19,0.25,0.21,complex,1,hif2a,edge_289_35
1103,170.41,0.49,0.34,-0.35,complex,1,hif2a,edge_289_224
1104,-72.84,0.15,0.14,-0.0,complex,1,hif2a,edge_61_251
1105,-40.3,0.12,0.09,-0.25,complex,1,hif2a,edge_167_165
1106,22.36,0.1,0.11,0.04,complex,1,hif2a,edge_167_155
1107,-100.88,0.22,0.59,0.77,complex,1,hif2a,edge_167_50
1108,72.99,0.24,0.2,-0.22,complex,1,hif2a,edge_165_42
1109,-122.55,0.11,0.2,0.48,complex,1,hif2a,edge_165_252
1110,-132.81,0.15,0.17,0.09,complex,1,hif2a,edge_165_336
1111,-15.4,0.11,0.12,0.0,complex,1,hif2a,edge_165_163
1112,-9.24,0.33,0.3,0.03,complex,1,hif2a,edge_41_7b
1113,14.89,0.13,0.21,0.36,complex,1,hif2a,edge_7b_42
1116,140.02,0.38,0.53,0.51,complex,1,hif2a,edge_54_124
1117,-132.71,0.22,0.27,0.23,complex,1,hif2a,edge_215_252
1118,66.42,0.12,0.1,-0.08,complex,1,hif2a,edge_215_15
1119,-25.04,0.1,0.11,0.07,complex,1,hif2a,edge_215_163
1120,-131.47,0.12,0.12,0.01,complex,1,hif2a,edge_57_231
1121,-65.6,0.22,0.23,0.08,complex,1,hif2a,edge_42_164
1122,-3.38,0.11,0.13,0.13,complex,1,hif2a,edge_35_7a
1123,-29.49,0.14,0.16,0.18,complex,1,hif2a,edge_35_84
1124,-9.51,0.11,0.11,-0.03,complex,1,hif2a,edge_252_336
1125,258.78,0.19,0.17,-0.19,complex,1,hif2a,edge_252_290
1127,97.75,0.27,0.32,0.28,complex,1,hif2a,edge_252_231
