,ligand,target,DG_Exp.,dDG_Exp.,DG_OpenFF-1.0,DG_OpenFF-1.0_converged,DG_OpenFF-1.2,DG_OpenFF-1.2_converged,DG_OpenFF-2.0,DG_OpenFF-2.0_converged,DG_OPLS3e,DG_GAFF2,DG_cGenFF,DG_Consensus_OpenFF_GAFF2_cGenFF,DG_Consensus_OpenFF_GAFF2,DG_Consensus_all,dDG_OpenFF-1.0,dDG_OpenFF-1.0_converged,dDG_OpenFF-1.2,dDG_OpenFF-1.2_converged,dDG_OpenFF-2.0,dDG_OpenFF-2.0_converged,dDG_OPLS3e,dDG_GAFF2,dDG_cGenFF,dDG_Consensus_OpenFF_GAFF2_cGenFF,dDG_Consensus_OpenFF_GAFF2,dDG_Consensus_all
mcl1_lig_23,23,mcl1,-8.83,0.05,-7.370397014550036,-7.539826734869121,,,-8.70010080983796,-8.845345105752493,-7.582251296170454,-8.287752279849013,-7.227379265548939,-8.171737959178165,-8.930710017024035,-7.820698713205496,0.35573691271262564,0.6306557343088098,,,0.1806602066885586,0.21403735681815658,0.13056686719282312,0.28650423554731846,0.1973462495923235,0.36333190516589886,0.23529118722208128,0.12441257434419895
mcl1_lig_45,45,mcl1,-8.95,0.2,-8.573566915452863,-8.779745687507944,,,-8.492420139460943,-9.08736165125073,-7.9476677253817165,-8.951429595021972,-6.4880481175530855,-8.187734239280083,-9.090554440065166,-7.848976879624332,0.33138097646515663,0.6748523870165825,,,0.26447521637900895,0.3231365473931275,0.13717661209200077,0.26966554158189593,0.46528262859575664,0.5561718036230919,0.3302660313222165,0.16119965070668907
mcl1_lig_46,46,mcl1,-7.6,0.02,-7.251505765254504,-7.120050947643574,,,-7.056907393336193,-7.020287238760068,-7.395441098099936,-6.928755846534482,-5.737257522185432,-6.837506896762822,-7.638585472821945,-6.895988718460793,0.2143567504691775,0.33103235351937343,,,0.3167752399827134,0.3179460319198453,0.1389340045535046,0.38161702414050586,0.16459308245043613,0.6251183446765306,0.6165338167973269,0.15268872657129687
mcl1_lig_28,28,mcl1,-6.62,0.03,-5.964509298559436,-5.801496198375955,,,-6.505931002816822,-6.465275145838969,-6.021798926351989,-5.494352800385008,-7.2589878487161075,-6.644605065681713,-5.819402698551545,-6.3988425240036575,0.2500885524865551,0.35110284905023104,,,0.1876520911650441,0.21363931145237514,0.09966332997553679,0.1818721516089001,0.28905022016060206,0.29466505166733636,0.2507737885690431,0.1091264814516094
mcl1_lig_35,35,mcl1,-8.81,0.22,-7.3497189226536115,-7.265691628355281,,,-7.813100302539856,-7.573454360892571,-7.932271450013754,-7.582332799406606,-7.680142828948635,-7.743349674459582,-7.479634411553044,-7.800544261140103,0.16943484439089568,0.30117145489918945,,,0.14920150299863216,0.19686663909376012,0.05839242314597629,0.1461626034339959,0.10863829396993269,0.19522689284691383,0.17930178533277344,0.07065405294214079
mcl1_lig_47,47,mcl1,-5.78,0.16,-6.66138584499965,-6.487025440601294,,,-6.306554983181291,-6.276123549927009,-6.458258842378157,-5.795249496430311,-5.147641259113608,-6.127390956941059,-6.025097514330134,-6.078832036925429,0.47707752940356857,0.5372785030966251,,,0.3685116300293048,0.3838326474112887,0.14073821886024396,0.3419307013578509,0.39517972733840645,0.5330737054291657,0.24343468978072688,0.1718009843184729
mcl1_lig_29,29,mcl1,-6.94,0.12,-6.346702480759518,,,,-4.071985933334663,,-6.085057847369567,-6.335397134234406,-4.961382550387923,-5.172322509988394,-5.686568435762742,-5.3951190657140335,0.9130930087971402,,,,0.7826043421388819,,0.07357013030277017,0.6523641699017436,0.503713256222551,0.7308028891744166,0.5056063423339734,0.3071991471390324
mcl1_lig_40,40,mcl1,-7.25,0.03,-8.972509041618862,,,,-8.074432597409537,,-8.912078172724078,-8.778411970286154,-8.514524289524816,-9.171580006960177,-9.783880337109318,-8.394107956459647,0.5840043024521027,,,,0.8168393682467807,,0.13461911608624194,0.4897181745317183,0.8130940742587635,0.419465854921684,0.34296420471485844,0.337236599496644
mcl1_lig_30,30,mcl1,-7.85,0.19,-7.354633097082128,-7.232664249686148,,,-7.34469144223449,-6.602876456257466,-6.625654092329201,-7.288448594425935,-7.7490143620564025,-7.391361450372693,-7.6839937302681784,-7.269190429350202,0.2879361979912915,0.3833539177423358,,,0.18099147732861715,0.37251331521232833,0.06405757063926638,0.17475122662679726,0.13284179202947616,0.22156371672732528,0.2424637867400431,0.08733973915642258
mcl1_lig_48,48,mcl1,-6.66,0.01,-4.068597464885318,-3.950469440475568,,,-4.431435887494448,-4.041765564029338,-4.502486687656465,-4.0719483759766595,-4.901176980998755,-4.269530013023472,-4.568195533128127,-4.548409743881456,0.2937565411292289,0.38779315646356444,,,0.34601091481078344,0.37321529721401264,0.13623389807832292,0.17468980975251197,0.5102888228436732,0.2678244162724084,0.25442566893591745,0.16810177203625323
mcl1_lig_31,31,mcl1,-7.92,0.03,-6.40728080239627,-6.3682265472769695,,,-7.156039431397479,-6.663454360892573,-7.632643165543663,-6.499452268576135,-6.7397251919203685,-6.620330562179425,-6.447336138218071,-6.968017056247448,0.2292214743082411,0.34049079976030844,,,0.2121563696139739,0.40380949949292605,0.24222699119485858,0.1737468301325498,0.2176374017922506,0.24147102309802412,0.20677383568315238,0.12910346258940134
mcl1_lig_32,32,mcl1,-6.58,0.12,-6.883268809071558,-7.000980535107682,,,-6.773575515682499,-6.732855123883077,-7.18388637746269,-6.3454489426574145,-7.27829756088483,-7.2500451043871115,-6.985095309467163,-7.016874206248476,0.26290745490931094,0.3789984221775713,,,0.1953925801117146,0.22120864230364995,0.09298611991844227,0.234215612227078,0.15577413484937822,0.39047035306569383,0.36444309635637384,0.12566696423764512
mcl1_lig_34,34,mcl1,-6.87,0.19,-7.458105991536492,-7.492294464792551,,,-7.5479141551162385,-7.498638858672618,-8.119263103505242,-7.4190755348637705,-7.5129697544260425,-7.966351152025909,-7.891176237508103,-7.718464647160321,0.33004003308643803,0.41396162894240907,,,0.22744947956336695,0.24697001570675453,0.09178064115669973,0.27085891104936366,0.1537972369691016,0.36795858751842664,0.3602607214720055,0.13180397715696246
mcl1_lig_33,33,mcl1,-6.88,0.18,-7.672573011240775,-7.529000612695458,,,-8.258694604231803,-8.06345436089257,-8.149361307831484,-7.239420958774806,-7.159413260947238,-7.449272074437605,-7.890343190390461,-7.73392403180248,0.19355954342279183,0.31316678185900865,,,0.2048978607095654,0.27109049759999754,0.14489836924186283,0.1620758259004515,0.14844410617739878,0.2907838015684505,0.24070384492820268,0.10173179188722606
mcl1_lig_36,36,mcl1,-8.18,0.05,-7.931418518041683,-7.889343977952733,,,-7.2481405917506505,-7.085940516743716,-7.962976406534924,-7.378905919876027,-7.669489752802346,-7.387194829284169,-6.5056692246566605,-7.670698305810738,0.3835319248320452,0.4584173024363987,,,0.2806321594658312,0.29690788413233,0.07835827102617951,0.15500914473640393,0.17584923129853616,0.31147471343843647,0.2660216598685197,0.1081320015163028
mcl1_lig_37,37,mcl1,-8.95,0.3,-9.231133615719154,-9.246571135071797,,,-8.85373523209308,-8.80354405296098,-9.30034259521972,-9.027517114949834,-9.090569907032199,-8.91844651597777,-8.067823396933345,-9.183321289834227,0.18595215737650447,0.3221987867525156,,,0.1934510265508935,0.21540934235021203,0.07142900220023711,0.24790647931108517,0.19171128227801845,0.2382490952014388,0.18711288003827248,0.12259640438626997
mcl1_lig_39,39,mcl1,-7.03,0.05,-6.792333420416949,-6.844876584536121,,,-5.804635779416847,-5.610121027559244,-8.105429197536548,-6.10869178700513,-8.586027839155955,-6.624628121797661,-5.438449176453997,-7.249754531742911,0.3169384309755977,0.40864552057896886,,,0.4368064460640527,0.6888777907147438,0.18069027868271706,0.3065547640999622,0.24425376080291628,0.711211242639511,0.5009995768808663,0.16610548961841634
mcl1_lig_53,53,mcl1,-9.97,0.2,-10.531732200715881,-10.492106399809085,,,-10.30799262487795,-10.120917608775427,-10.674079394983796,-11.320174798043906,-11.297545511301768,-10.342549750232147,-9.251719702273803,-10.84724079845402,0.31417039077547576,0.4016565279578823,,,0.3104112278633661,0.3297641619168541,0.08569754948052671,0.2492390337189167,0.22411691719502536,0.5008037011045416,0.40141267621525345,0.1474868201284905
mcl1_lig_60,60,mcl1,-8.92,0.02,-9.717383036990247,-9.748602379967192,,,-8.828959362870474,-8.716787042180918,-9.413375435713835,-9.546037035310773,-9.559323736985721,-8.992377532336853,-8.616458080157765,-9.34970618369655,0.19214572622049858,0.32275551692174376,,,0.18674117151256334,0.21504491689521765,0.0704984125333138,0.16703904336301248,0.12036092055282437,0.24282407639910988,0.2181785419647145,0.08854705229975066
mcl1_lig_38,38,mcl1,-7.02,0.16,-8.560563861689245,-9.501935713300544,,,-8.151402368728192,,-8.853009245779234,-6.711242412745866,-10.799372369233762,-7.808842712758503,-6.639943720655336,-8.756405736982984,0.4651476312214901,0.7238538882630907,,,0.3818630661773411,,0.12861681547027073,0.3202910930158903,0.23489609485815488,0.8557529369191936,0.5209636215939918,0.14821067300803437
mcl1_lig_41,41,mcl1,-7.13,0.06,-7.631536876329026,,,,-9.099688869777461,,-8.4531553955738,-7.074611222735051,-8.117759121371263,-8.259317816981975,-8.394016404449884,-8.28093240613544,0.5552622422476932,,,,0.5429369793065493,,0.17556750668545762,0.33287527104401254,0.3172797628149689,0.5412615002712275,0.4899610764376776,0.2181449696535687
mcl1_lig_42,42,mcl1,-8.9,0.18,-6.594579750998342,-6.765630990602671,,,-7.931830224912084,-8.135634102196505,-7.782410402472773,-7.827258106370264,-8.73410824142969,-8.349881788526487,-8.780250115722728,-7.936793320235515,0.38600418570197864,0.6530094194858157,,,0.22226683109413775,0.2511437990997932,0.13468222836741023,0.30709623836879174,0.2136988540438479,0.5267919387896923,0.3158993574383184,0.13797911831623022
mcl1_lig_51,51,mcl1,-8.45,0.2,-6.689907281627104,-6.882128109328449,,,-7.375940847705775,-7.8444133236722005,-6.683024541336779,-6.81401569695058,-7.924589333456466,-7.762416288417616,-7.724425169093986,-7.175691604936947,0.4591387871171496,0.7269983115943159,,,0.29141377544665426,0.33006171262746037,0.15306747944008797,0.31110091837827825,0.24598438626671312,0.6853541350933888,0.5833929674539763,0.16006583871300842
mcl1_lig_43,43,mcl1,-7.04,0.05,-7.151880641461084,-6.97530559207232,,,-6.640443174669768,-6.6139535843663655,-7.140338371488278,-5.802736609346702,-7.30250066602685,-6.714668090362192,-6.365448124759484,-6.948194287779495,0.4697077865078945,0.5313614838495158,,,0.24389065537408922,0.2702210078197199,0.12128741177465518,0.3696730572208919,0.4287902214422223,0.45966711199653704,0.23665849521023682,0.17744459693648443
mcl1_lig_49,49,mcl1,-8.36,0.12,-9.240607412740006,-9.18902496168861,,,-8.02710489327011,-9.451676954544252,-8.130859121488585,-7.6988048752017555,-7.0498093374095605,-7.463930849658581,-7.339041109341545,-7.76732830149143,0.34009648400879366,0.44078743817556354,,,0.2512441307058575,0.757835752058728,0.09586001241149765,0.28613981410119155,0.13535599092073183,0.277505714034881,0.19606024358961024,0.11036335975288691
mcl1_lig_67,67,mcl1,-7.58,0.02,-9.999432471675151,-10.016265353243732,,,-9.366302793714924,-9.345010287877582,-9.350834453943001,-10.015121282306948,-10.359169355880299,-9.607194177443622,-8.867536067363805,-9.787187288217181,0.17575620931359298,0.3164173960454777,,,0.1611971881179385,0.19030896566332323,0.06893687974373229,0.16821662345024807,0.11657185284962558,0.2324562203169644,0.19003276864252855,0.08577707307659717
mcl1_lig_50,50,mcl1,-9.33,0.15,-9.612535038964175,-9.630149207757242,,,-8.350980282943471,-8.361676954544246,-8.438718689493715,-8.164599494726396,-9.059892733260979,-8.076739074426065,-7.380446712227756,-8.470707828715481,0.2989755640552182,0.3972780038701193,,,0.1855458256149559,0.21201313760370724,0.1562550027230329,0.3783805090824322,0.2374428915679647,0.35689567952911366,0.5028200637007526,0.1399798223996217
mcl1_lig_52,52,mcl1,-9.23,0.06,-10.499594781208613,-10.524104633872124,,,-8.719214154983334,-8.693571447288084,-9.040742358766517,-9.027825729712616,-9.046341555797095,-8.644635268416236,-8.114355056779,-9.19603247125701,0.23762114760749783,0.35203530164656527,,,0.18364695774179843,0.20821933028690046,0.2938891175422455,0.18787665238564336,0.13809073977231812,0.28835340495484674,0.29892387769271184,0.18643011471363544
mcl1_lig_54,54,mcl1,-9.78,0.2,-8.754091209570719,-8.924159336864601,,,-10.857862159940344,-11.010947242075911,-9.189659259757626,-9.72550377865333,-9.1147876880849,-9.771362145770537,-10.731661694210583,-9.522262189815905,0.378366938095251,0.6456301926777426,,,0.22458387965470075,0.25096747596439434,0.14031866831331316,0.3239849530117169,0.3131402880731157,0.43922158138323125,0.2765218548471399,0.151523157602448
mcl1_lig_56,56,mcl1,-9.26,0.03,-9.587057534799454,-9.540319674833626,,,-9.078750657552199,-8.913847406426811,-9.879283276825518,-9.632226970757756,-10.639182690180805,-9.597760098767798,-9.09142694401797,-9.829765898908658,0.2601216806564718,0.36112971596885995,,,0.3500302813349439,0.3639783665429482,0.08978084996336862,0.21605781139441177,0.2503892104075505,0.3428017373646337,0.24941403712201504,0.1340971438570126
mcl1_lig_58,58,mcl1,-9.41,0.04,-11.442585460429457,-11.465756350554752,,,-10.503315810262695,-10.440801054103483,-11.280468733473441,-11.891160731536889,-11.52185705698256,-11.020784214522036,-10.371987403318244,-11.244219951254134,0.3388929721483449,0.42787006636792235,,,0.25394712009412096,0.27372427045578096,0.08579511487713644,0.22343111114402892,0.1624333433404173,0.2509456491017525,0.20629678647785227,0.161779431362874
mcl1_lig_61,61,mcl1,-8.08,0.24,-9.037245744958515,-8.735269046633853,,,-8.233929275358651,-8.151653838394743,-8.463920025283851,-8.612925882587405,-8.423952245669764,-7.793339247620704,-7.367263812659247,-8.460117037933806,0.28640342606906527,0.6359804977496865,,,0.32615082284651,0.3396241906271915,0.1985817365635083,0.22287637930853935,0.1646271120353903,0.25111277198166565,0.22376282959203891,0.1363011441113647
mcl1_lig_62,62,mcl1,-7.96,0.15,-6.747147971532916,-6.926823580368883,,,-7.5453189099424485,-8.003850529304135,-6.515800418767639,-7.621674859002489,-6.578084436198033,-7.6156610921341334,-8.315861476968427,-6.8904188508443385,0.46196879713864847,0.7182812086128945,,,0.2892156672510245,0.3277767651765837,0.1865629805263419,0.3355797562722516,0.355503868724799,0.5067838718725478,0.3390160107659683,0.17267475027791998
mcl1_lig_63,63,mcl1,-9.06,0.1,-11.024823296217,-11.043849543162363,,,-10.676368060105982,-10.570803094582642,-9.969212709280622,-11.57912872767064,-10.593510741624582,-10.779094022366069,-10.753897681904501,-10.68207532233183,0.26101523619538464,0.370572130778361,,,0.19915414869364978,0.2257369151401267,0.07459994609064696,0.22909543748808717,0.2194014286975376,0.42239061535775807,0.26925733200090907,0.1113072886661374
mcl1_lig_65,65,mcl1,-8.41,0.19,-10.785316914938557,-10.808942863214465,,,-9.668035525135847,-9.59158962055784,-10.22852675436556,-10.64511201090504,-9.826522064347076,-9.829229160337938,-9.733705836229378,-10.109720587410843,0.18426446253825063,0.31968330473415385,,,0.1919186762836214,0.21636591555908188,0.0720846534035143,0.16955464079107446,0.11860262731889364,0.3230319526555696,0.22406576260083863,0.0890801267693269
mcl1_lig_66,66,mcl1,-8.43,0.12,-8.767385941486706,-8.940141756810785,,,-8.50558000201331,-8.695499870752206,-8.542101250835845,-9.492825900606507,-7.669738445046316,-8.594962571872696,-9.660925942206646,-8.423989096224243,0.369594134478507,0.6387086192607841,,,0.21614175703209546,0.24505428428287482,0.13234992425995584,0.2990542061389058,0.20074969662723338,0.5420524813626448,0.5910432690746718,0.13026832936251526
mcl1_lig_68,68,mcl1,-7.69,0.26,-7.0198801144353045,-7.205079416071876,,,-8.701936771500714,-8.94241888618695,-5.598177572032017,-7.796368719821912,-5.904298928198472,-7.610015699316749,-8.552107768238843,-6.879843248533681,0.35351650982340205,0.6575121086530492,,,0.27703511393693026,0.3031829672773661,0.1947916165106924,0.3169726107339263,0.2864259061229381,0.39398839566575583,0.24570870965631753,0.15468963947637085
bace_lig_CAT-13a,CAT-13a,bace,-8.43,0.0,-7.645512436149881,-7.631560073684289,,,-7.507115035496964,-7.424910103441468,-9.293683510361662,-8.515264170547033,-8.503051883591104,-8.08275304512484,-8.150703106501615,-8.43358244634716,0.11163689585480731,0.1126308661591345,,,0.16691646399790747,0.1686830661293257,0.10340215094875352,0.1255602795127044,0.28465168685055253,0.22916857455225056,0.30765045851099754,0.10025332486985276
bace_lig_CAT-13m,CAT-13m,bace,-8.35,0.0,-8.92777779849646,-8.922319731585972,,,-9.22640656190353,-9.140908021768448,-11.324696003135317,-9.438116029499017,-8.026991804857307,-9.076020613709437,-9.919845332534754,-9.484125845006437,0.13177957201033927,0.13323539333422102,,,0.18581259484221946,0.18669788041316182,0.13679247276680254,0.14216065900800612,0.3506463221659297,0.2930946749916036,0.34195580995138686,0.12194355833095619
bace_lig_CAT-17g,CAT-17g,bace,-9.33,0.0,-8.452113827936579,-8.438035257952787,,,-8.75775161546599,-8.66552956787008,-8.418267256413886,-8.07306332993222,-8.06653849347039,-8.164388621462676,-8.402431927195968,-8.298854453732895,0.1541145807397423,0.15498358330278586,,,0.179170242196475,0.18252264814586458,0.10416811475160963,0.1547376853505539,0.28095225662096923,0.2376884283069705,0.28870090777798135,0.10221400679070201
bace_lig_CAT-17i,CAT-17i,bace,-9.06,0.0,-9.448733802971335,-9.434887902308052,,,-9.380592286709451,-9.306474923498707,-9.137088865128463,-8.75201278504138,-9.766222733318232,-9.153038195396407,-8.468527967528564,-9.269519224310129,0.1183855723621251,0.11930837059496549,,,0.1702786691072259,0.17205493144901568,0.10573829348782986,0.14251660528027124,0.3167444444517574,0.2535238773945597,0.2978189645678216,0.11324957779610997
bace_lig_CAT-13b,CAT-13b,bace,-8.71,0.0,-8.125101445886955,-8.109593434318045,,,-7.988806639548711,-7.942151822462466,-9.465665582568535,-8.327418824219455,-8.696345390460019,-8.16381754699115,-7.921934427933769,-8.537479972206729,0.22328843404364349,0.22332011899949408,,,0.2047668425631877,0.20921387337485445,0.11856114924362253,0.17118942696324335,0.42509432025069516,0.42538838203456897,0.33822494590785057,0.15201181333334665
bace_lig_CAT-13c,CAT-13c,bace,-8.92,0.0,-7.257939954105096,-7.24392729485327,,,-7.718699933571331,-7.639107979976081,-8.720843977685321,-7.324430823821029,-8.000817876513457,-7.9940560796937845,-7.335288191665574,-8.023423327695859,0.3035759403143786,0.3051643808332953,,,0.44536133506594705,0.447642500511421,0.12730588613052962,0.22071706286720244,0.3432046792735851,0.26752170473734305,0.31715013652244256,0.17994444774054527
bace_lig_CAT-13d,CAT-13d,bace,-10.06,0.0,-10.03871150878754,-10.020310775257697,,,-10.113814616431874,-10.062151822462473,-10.402303914422562,-9.57167100232148,-10.855510251009202,-10.166893182468872,-9.423683879496002,-10.214676195139154,0.1431600567489752,0.1441237264532443,,,0.17646135513389422,0.18008325327311644,0.10532464681097724,0.1552960591152703,0.3115654205011949,0.25691410415902904,0.29406543790804196,0.11177975565515985
bace_lig_CAT-13f,CAT-13f,bace,-8.69,0.0,-8.54540346474014,-8.524725980442879,,,-8.748033434379735,-8.69461053668156,-9.759018417730646,-9.620391147694113,-11.945753780107703,-10.09019201542838,-8.66212544353923,-9.960047839741833,0.20982929772258302,0.21006393345668828,,,0.2302306072928701,0.23287482463545234,0.1216772879056904,0.17993512476384738,0.5284381805067718,0.6147438748786396,0.35886357652098566,0.17760053061738615
bace_lig_CAT-13h,CAT-13h,bace,-9.23,0.0,-9.0853335335145,-9.067540082411904,,,-8.386880434837199,-7.883141590165371,-8.872657280718956,-8.029328952969717,-9.025772844498169,-8.602390158657682,-7.997819425408371,-8.55270044776296,0.19698323308268795,0.19789049213159743,,,0.41207594029082345,0.5918848079673855,0.17669310550638082,0.16660279710937687,0.3770115837534709,0.28185871678983726,0.3175734885494274,0.16824035917402486
bace_lig_CAT-13i,CAT-13i,bace,-8.86,0.0,-9.075708988700947,-9.058172975483187,,,-9.340721647720194,-9.28092339261295,-10.475710013256888,-9.27393193015609,-8.838471159804918,-8.871174478779993,-9.107665634134142,-9.552709334731862,0.2971147276830206,0.29532790931080727,,,0.21402821013089218,0.21584058434115821,0.16157068493716276,0.26176803995019216,0.6221072250402753,0.45177470624550536,0.34453781731827915,0.19392850930470634
bace_lig_CAT-17a,CAT-17a,bace,-10.33,0.0,-10.586474322998162,-10.572851025810618,,,-10.541397773397364,-10.48336528663746,-11.193882089050108,-9.979684322794334,-11.21570389082961,-10.500899668240667,-9.763723287852505,-10.737629551686174,0.13625369606872553,0.13655756134704397,,,0.1764226564186941,0.17941667915759923,0.10939475977534219,0.18980905276458382,0.31802038573006614,0.2556877926153618,0.29603260383793184,0.11572367112194061
bace_lig_CAT-17d,CAT-17d,bace,-9.02,0.0,-7.558200881135375,-7.544822358075312,,,-8.266903031800549,-8.186456045738394,-7.606655944243601,-7.381008401034581,-7.715650110113693,-7.668067495040243,-7.461119464141481,-7.699676398287305,0.1674537757499302,0.1687781461407501,,,0.24750804254313102,0.2489754102560712,0.10511864778584216,0.2164295436518055,0.359829835733264,0.41618149741903593,0.2902303158623085,0.13090116801978335
bace_lig_CAT-17h,CAT-17h,bace,-9.92,0.0,-10.00267464691933,-9.983644108591031,,,-9.831183798792269,-9.778871511082036,-10.457806007175536,-9.51177061288264,-9.730662316421052,-9.580624365739032,-9.443240422667207,-9.865011915037934,0.1510462978460659,0.15147227450194556,,,0.22455281482796333,0.22703991764343162,0.1118432443104149,0.19171688883697152,0.32068449785990427,0.39096809988868686,0.30874204239662045,0.12237813415056062
bace_lig_CAT-13e,CAT-13e,bace,-9.55,0.0,-9.003497794318756,-8.989510368250942,,,-8.826649659152253,-8.75020444707557,-9.83671376010142,-10.863583388728113,-9.509459297072217,-9.767118123252553,-9.44028942008532,-9.723169931341237,0.27903832932610995,0.27953670738635256,,,0.19899905414704736,0.19846135503266826,0.11429485748296696,0.4253879481417522,0.3980273336744289,0.7168749746096523,1.1596500188506083,0.164670823842479
bace_lig_CAT-13g,CAT-13g,bace,-8.69,0.0,-7.886123904558166,-7.8774946804430295,,,-8.714356987252817,-8.638742016555824,-9.450459206708532,-8.982900761624677,-9.483489136018418,-9.344195286131944,-8.625808732479632,-9.234630013086075,0.37645781502515174,0.37576925305716846,,,0.20532050897525755,0.20717717460568733,0.12279703908294631,0.3145068878518731,0.5487368796416254,0.4912963959975273,0.5454923634737173,0.18079832004705773
bace_lig_CAT-13j,CAT-13j,bace,-8.33,0.0,-7.9260406867401665,-7.915186817547952,,,-8.630478225042651,-8.762386127453388,-9.09002608928843,-8.799047033272094,-6.492524863672004,-7.908480020558992,-9.023073082538366,-8.252381940172915,0.19702940640860586,0.19559032226837056,,,0.24801376248939183,0.25330587222111706,0.14755354568245568,0.1996246154272474,0.596614440537308,0.545675278968783,0.39824034849723383,0.18632670711193408
bace_lig_CAT-4o,CAT-4o,bace,-8.97,0.0,-8.527906613750796,-8.520165458930727,,,-8.343638932897303,-8.710128315715785,-7.7435093990328046,-9.075627425165342,-8.947293274250876,-8.69565374027104,-8.935466618157326,-8.5772079544363,0.16563882809254846,0.16652547721717356,,,0.23868873606067265,0.26090925918100094,0.14055262583787653,0.18144296060456183,0.44534125831624993,0.30747284813173925,0.3578863568559833,0.156959541107726
bace_lig_CAT-13k,CAT-13k,bace,-9.29,0.0,-7.841925508589775,-7.800221981241193,,,-8.45717102538423,-8.393106899839362,-11.43283901624419,-8.475773651123662,-8.221718863575118,-8.288109226061833,-8.503375622241753,-9.172087945020237,0.15514515874091556,0.15660555088358305,,,0.20732054944270495,0.2084205759278654,0.13706704139895234,0.15831245050054452,0.4165594034170685,0.27753410058938843,0.3459958978285698,0.13664546959856505
bace_lig_CAT-4b,CAT-4b,bace,-9.23,0.0,-10.322224994508336,-10.305812408187487,,,-10.313832047220348,-10.249773566506034,-8.630654836546144,-10.348830112388944,-10.196632958425278,-9.75383918711307,-10.080706120936915,-9.938214239432694,0.253657085568592,0.2541996524437397,,,0.28626124840392553,0.2902961765239722,0.14399932417938863,0.2845163567907043,0.4861018133615037,0.29811896309768077,0.36736997724370735,0.18790676411210508
bace_lig_CAT-4d,CAT-4d,bace,-8.7,0.0,-10.379406314912988,-10.743498792264067,,,-9.730596385756552,-10.34977356650604,-8.317917780698169,-10.149566063879144,-9.8709517213048,-10.495641524729288,-10.648786994446672,-9.69411317415945,0.6371972103915237,0.6937002483286021,,,0.4240268261649227,0.7562417567759679,0.1727420679963541,0.3589323170957432,0.6168621483825011,0.3979715715884497,0.4403043111028298,0.23545804375522836
bace_lig_CAT-13n,CAT-13n,bace,-8.13,0.0,-7.48980045968953,-7.4656504439937565,,,-6.99941854093803,-6.924715403333247,-6.847841339821587,-7.769142785751557,-8.287919396308558,-7.6227258887668805,-7.609746200019691,-7.478679889776662,0.17494401783389488,0.1762542590828252,,,0.20288327308970755,0.20461769527480808,0.16681885462678114,0.15663149115057687,0.32135602936454644,0.25514708896318544,0.34581896108358073,0.12536246430098147
bace_lig_CAT-4i,CAT-4i,bace,-7.85,0.0,-9.065912560046062,-9.060080209380484,,,-7.966676344513653,-7.887553040946147,-7.235486098726897,-9.950517218339929,-9.263651046263563,-8.952948139198602,-9.901871553528371,-8.520268481740628,0.1820453706721789,0.18253176977658897,,,0.631802359737625,0.6316659830746774,0.1421222143318398,0.17963811936603444,0.4159261720776484,0.5357197037331528,0.35642024567004904,0.21921431441741057
bace_lig_CAT-13o,CAT-13o,bace,-8.13,0.0,-9.204315416336168,-9.163644108591033,,,-6.8706987785475055,-6.814928876366501,-8.750967426969938,-7.727005427414731,-7.680215159296975,-7.401756788312376,-7.000248931897792,-7.740625253110383,0.32563249534337635,0.3361536288890801,,,0.3868126286283344,0.38850224407031325,0.15659278767341303,0.27514178173412424,0.4239650696637405,0.3664064088130199,0.32683035116448494,0.19150172979023294
bace_lig_CAT-17b,CAT-17b,bace,-9.61,0.0,-9.84891163035841,-9.836807887452895,,,-10.038134924867569,-10.013912026731399,-9.30136885217708,-8.93237533664688,-9.382831696056648,-9.633589290150809,-9.318068098616498,-9.426101629548576,0.20388212021334606,0.20492928964498522,,,0.20228302634079579,0.21331508627732818,0.10699124145145493,0.2031480862072592,0.32590949856852375,0.3403602818598409,0.31261999391040646,0.12219721209196882
bace_lig_CAT-17e,CAT-17e,bace,-9.61,0.0,-9.923452054529484,-9.911544386389318,,,-10.033284815534095,-10.010066166805915,-9.562766485916287,-8.846909549144986,-8.23371081448867,-9.185705265914335,-9.295008848993396,-9.16648367834058,0.19971180180403292,0.20063545726966706,,,0.19675532406899773,0.2089371293262884,0.10734211367928356,0.19848626730426977,0.3188128087751674,0.27233570449726024,0.3009072842945876,0.12024605565058641
bace_lig_CAT-17c,CAT-17c,bace,-9.45,0.0,-9.545941191827291,-9.534529597691177,,,-10.131317678545475,-10.099767983192335,-10.101708888759577,-8.77032127124615,-9.625056433676095,-9.757848643822866,-9.561135912777024,-9.616461613192952,0.2153771706241494,0.21664752216028124,,,0.19899637002923448,0.20724220023023876,0.11125294712316552,0.2916277985502857,0.3095924618820394,0.4065633768901162,0.4892636032956754,0.12601658462455112
bace_lig_CAT-17f,CAT-17f,bace,-9.02,0.0,-9.931964559969684,-9.919640511749897,,,-9.57080441298217,-9.34219623453674,-9.502838727938938,-8.568238329585602,-8.02445415161238,-8.836012586246643,-8.95236622550903,-8.884754373278122,0.23329390418262375,0.23379475605808783,,,0.203221201449826,0.27815010779621696,0.10751821361073723,0.19937631668173678,0.333408617862811,0.2655752683941378,0.2931443787582612,0.1231927525370805
